SESSO,DATA IMMIGRAZIONE,COMUNE DI PROVENIENZA,PROVINCIA DI PROVENIENZA,STATO DI PROVENIENZA
F,28-05-2016,TORRE DI MOSTO,VE,ITALIA
F,01-06-2016,JESOLO,VE,ITALIA
F,01-06-2016,JESOLO,VE,ITALIA
M,01-06-2016,JESOLO,VE,ITALIA
M,01-06-2016,JESOLO,VE,ITALIA
F,01-06-2016,JESOLO,VE,ITALIA
F,07-06-2016,,,
F,09-06-2016,CAORLE,VE,ITALIA
F,11-06-2016,,,
F,11-06-2016,,,
M,11-06-2016,,,
F,13-06-2016,TORRE DI MOSTO,VE,ITALIA
M,13-06-2016,TORRE DI MOSTO,VE,ITALIA
M,13-06-2016,TORRE DI MOSTO,VE,ITALIA
M,13-06-2016,TORRE DI MOSTO,VE,ITALIA
M,15-06-2016,TORRE DI MOSTO,VE,ITALIA
M,16-06-2016,,,POLONIA
F,17-06-2016,CONCORDIA SAGITTARIA,VE,ITALIA
F,18-06-2016,CHIONS,PN,ITALIA
M,18-06-2016,CHIONS,PN,ITALIA
M,21-06-2016,,,
M,22-06-2016,CESSALTO,TV,ITALIA
M,28-06-2016,PORDENONE,PN,ITALIA
F,28-06-2016,SAN DONÀ DI PIAVE,VE,ITALIA
M,29-06-2016,,,
M,29-06-2016,,,
F,29-06-2016,SALGAREDA,TV,ITALIA
M,29-06-2016,SALGAREDA,TV,ITALIA
M,29-06-2016,SALGAREDA,TV,ITALIA
M,29-06-2016,SALGAREDA,TV,ITALIA
F,29-06-2016,SALGAREDA,TV,ITALIA
M,01-07-2016,TORRE DI MOSTO,VE,ITALIA
M,01-07-2016,TORRE DI MOSTO,VE,ITALIA
F,01-07-2016,TORRE DI MOSTO,VE,ITALIA
F,01-07-2016,TORRE DI MOSTO,VE,ITALIA
M,02-07-2016,ANNONE VENETO,VE,ITALIA
M,04-07-2016,MONTE GRIMANO TERME,PU,ITALIA
F,08-07-2016,,,ALBANIA
M,09-07-2016,,,KOSOVO
F,29-07-2016,TORRE DI MOSTO,VE,ITALIA
F,30-07-2016,PORTOGRUARO,VE,ITALIA
M,30-07-2016,PORTOGRUARO,VE,ITALIA
M,30-07-2016,PORTOGRUARO,VE,ITALIA
M,30-07-2016,PORTOGRUARO,VE,ITALIA
F,06-08-2016,CEGGIA,VE,ITALIA
M,06-08-2016,CEGGIA,VE,ITALIA
M,06-08-2016,CEGGIA,VE,ITALIA
F,08-08-2016,ERACLEA,VE,ITALIA
M,08-08-2016,ERACLEA,VE,ITALIA
F,09-08-2016,SAN DONÀ DI PIAVE,VE,ITALIA
M,10-08-2016,CAORLE,VE,ITALIA
M,10-08-2016,PORTOGRUARO,VE,ITALIA
F,12-08-2016,CAORLE,VE,ITALIA
F,20-08-2016,SALGAREDA,TV,ITALIA
M,22-08-2016,CLAUZETTO,PN,ITALIA
F,24-08-2016,PRECENICCO,UD,ITALIA
F,25-08-2016,TREVISO,TV,ITALIA
M,25-08-2016,CORDOVADO,PN,ITALIA
F,01-09-2016,,,KOSOVO
F,03-09-2016,CASIER,TV,ITALIA
M,03-09-2016,CASIER,TV,ITALIA
M,05-09-2016,,,AUSTRIA
M,09-09-2016,ABANO TERME,PD,ITALIA
M,10-09-2016,MONTEBELLUNA,TV,ITALIA
F,13-09-2016,SPINEA,VE,ITALIA
F,13-09-2016,SPINEA,VE,ITALIA
M,13-09-2016,SPINEA,VE,ITALIA
F,14-09-2016,,,INDIA
F,17-09-2016,,,ALBANIA
M,19-09-2016,BOLLATE,MI,ITALIA
F,23-09-2016,GRUARO,VE,ITALIA
F,04-10-2016,SAN DONÀ DI PIAVE,VE,ITALIA
M,05-10-2016,CORTINA D'AMPEZZO,BL,ITALIA
M,05-10-2016,CEREA,VR,ITALIA
M,10-10-2016,PRAVISDOMINI,PN,ITALIA
M,15-10-2016,ANNONE VENETO,VE,ITALIA
M,18-10-2016,,,TUNISIA
M,18-10-2016,TORRE DI MOSTO,VE,ITALIA
M,21-10-2016,ANNONE VENETO,VE,ITALIA
F,22-10-2016,SAN GIORGIO DELLE PERTICHE,PD,ITALIA
M,22-10-2016,SAN GIORGIO DELLE PERTICHE,PD,ITALIA
M,22-10-2016,PORTOGRUARO,VE,ITALIA
F,22-10-2016,,,ROMANIA
M,22-10-2016,,,
M,24-10-2016,,,
F,26-10-2016,CASSANO ALL'IONIO,CS,ITALIA
F,26-10-2016,CASSANO ALL'IONIO,CS,ITALIA
M,26-10-2016,CASSANO ALL'IONIO,CS,ITALIA
F,26-10-2016,CASSANO ALL'IONIO,CS,ITALIA
F,28-10-2016,PRAMAGGIORE,VE,ITALIA
F,31-10-2016,CESSALTO,TV,ITALIA
M,31-10-2016,COLLE UMBERTO,TV,ITALIA
M,31-10-2016,CESSALTO,TV,ITALIA
F,31-10-2016,CESSALTO,TV,ITALIA
M,02-11-2016,PRAMAGGIORE,VE,ITALIA
F,02-11-2016,PRAMAGGIORE,VE,ITALIA
F,02-11-2016,PRAMAGGIORE,VE,ITALIA
F,02-11-2016,,,
M,02-11-2016,SAN MICHELE AL TAGLIAMENTO,VE,ITALIA
M,07-11-2016,SIENA,SI,ITALIA
M,08-11-2016,CHIONS,PN,ITALIA
M,08-11-2016,SAN ZENONE DEGLI EZZELINI,TV,ITALIA
F,21-11-2016,MESTRE,VE,ITALIA
F,24-11-2016,CESSALTO,TV,ITALIA
M,24-11-2016,CESSALTO,TV,ITALIA
M,26-11-2016,MUSILE DI PIAVE,VE,ITALIA
F,30-11-2016,CONCORDIA SAGITTARIA,VE,ITALIA
F,30-11-2016,,,
F,30-11-2016,CONCORDIA SAGITTARIA,VE,ITALIA
F,01-12-2016,SAN MICHELE AL TAGLIAMENTO,VE,ITALIA
F,02-12-2016,TRIESTE,TS,ITALIA
M,02-12-2016,TRIESTE,TS,ITALIA
M,05-12-2016,CAORLE,VE,ITALIA
F,06-12-2016,CEGGIA,VE,ITALIA
M,07-12-2016,CAVALLINO-TREPORTI,VE,ITALIA
F,10-12-2016,SESTO AL REGHENA,PN,ITALIA
M,10-12-2016,ZOPPOLA,PN,ITALIA
M,13-12-2016,CAORLE,VE,ITALIA
F,13-12-2016,,,
F,13-12-2016,,,ROMANIA
F,15-12-2016,CAORLE,VE,ITALIA
M,17-12-2016,ERACLEA,VE,ITALIA
F,19-12-2016,ERACLEA,VE,ITALIA
M,22-12-2016,CEGGIA,VE,ITALIA
F,22-12-2016,TORRE DI MOSTO,VE,ITALIA
M,27-12-2016,TORRE DI MOSTO,VE,ITALIA
F,27-12-2016,CINTO CAOMAGGIORE,VE,ITALIA
F,27-12-2016,CINTO CAOMAGGIORE,VE,ITALIA
M,28-12-2016,SESTO AL REGHENA,PN,ITALIA
M,03-01-2017,PRAMAGGIORE,VE,ITALIA
M,04-01-2017,CAORLE,VE,ITALIA
M,05-01-2017,CESSALTO,TV,ITALIA
F,05-01-2017,PORTOGRUARO,VE,ITALIA
F,09-01-2017,UDINE,UD,ITALIA
M,20-01-2017,,,SERBIA
F,24-01-2017,SAN POLO DI PIAVE,TV,ITALIA
F,26-01-2017,CEGGIA,VE,ITALIA
F,26-01-2017,CEGGIA,VE,ITALIA
M,28-01-2017,AGORDO,BL,ITALIA
M,28-01-2017,CESSALTO,TV,ITALIA
M,30-01-2017,OFFIDA,AP,ITALIA
M,30-01-2017,OFFIDA,AP,ITALIA
F,30-01-2017,OFFIDA,AP,ITALIA
F,31-01-2017,CAORLE,VE,ITALIA
M,31-01-2017,CAORLE,VE,ITALIA
M,02-02-2017,JESOLO,VE,ITALIA
F,02-02-2017,TRIESTE,TS,ITALIA
F,06-02-2017,VENEZIA,VE,ITALIA
M,06-02-2017,SPINEA,VE,ITALIA
M,06-02-2017,CASALE SUL SILE,TV,ITALIA
F,08-02-2017,MOTTA DI LIVENZA,TV,ITALIA
M,13-02-2017,REGGIO DI CALABRIA,RC,ITALIA
M,13-02-2017,CAORLE,VE,ITALIA
F,14-02-2017,CAORLE,VE,ITALIA
M,14-02-2017,CAORLE,VE,ITALIA
F,14-02-2017,CAORLE,VE,ITALIA
F,14-02-2017,CAORLE,VE,ITALIA
M,14-02-2017,CAORLE,VE,ITALIA
M,18-02-2017,ERACLEA,VE,ITALIA
M,20-02-2017,TORRE DI MOSTO,VE,ITALIA
F,20-02-2017,TORRE DI MOSTO,VE,ITALIA
M,20-02-2017,,,GERMANIA
F,21-02-2017,CAORLE,VE,ITALIA
M,21-02-2017,,,
M,21-02-2017,CAORLE,VE,ITALIA
F,22-02-2017,,,KOSOVO
F,24-02-2017,PRAMAGGIORE,VE,ITALIA
M,24-02-2017,PRAMAGGIORE,VE,ITALIA
F,04-03-2017,,,ROMANIA
F,08-03-2017,NOVENTA DI PIAVE,VE,ITALIA
M,14-03-2017,MOTTA DI LIVENZA,TV,ITALIA
F,15-03-2017,,,UCRAINA
F,15-03-2017,PORTOGRUARO,VE,ITALIA
M,23-03-2017,MANSUÈ,TV,ITALIA
F,23-03-2017,NOVENTA DI PIAVE,VE,ITALIA
M,24-03-2017,CAORLE,VE,ITALIA
M,27-03-2017,MEDUNA DI LIVENZA,TV,ITALIA
F,27-03-2017,MEDUNA DI LIVENZA,TV,ITALIA
F,29-03-2017,,,
F,29-03-2017,LATISANA,UD,ITALIA
F,29-03-2017,LATISANA,UD,ITALIA
F,01-04-2017,CEGGIA,VE,ITALIA
M,04-04-2017,CAORLE,VE,ITALIA
F,04-04-2017,CAORLE,VE,ITALIA
M,08-04-2017,,,ALBANIA
F,12-04-2017,,,ALBANIA
M,15-04-2017,CINTO CAOMAGGIORE,VE,ITALIA
M,18-04-2017,VILLA DEL CONTE,PD,ITALIA
M,18-04-2017,VILLA DEL CONTE,PD,ITALIA
F,18-04-2017,VILLA DEL CONTE,PD,ITALIA
M,18-04-2017,TORRE DI MOSTO,VE,ITALIA
M,19-04-2017,CAORLE,VE,ITALIA
M,21-04-2017,PRAMAGGIORE,VE,ITALIA
M,21-04-2017,,,
F,21-04-2017,,,
F,27-04-2017,CAORLE,VE,ITALIA
F,28-04-2017,MUSILE DI PIAVE,VE,ITALIA
M,28-04-2017,,,SPAGNA
F,28-04-2017,ERACLEA,VE,ITALIA
F,29-04-2017,TORRE DI MOSTO,VE,ITALIA
M,29-04-2017,TORRE DI MOSTO,VE,ITALIA
F,29-04-2017,TORRE DI MOSTO,VE,ITALIA
M,02-05-2017,CESSALTO,TV,ITALIA
M,03-05-2017,BICINICCO,UD,ITALIA
M,03-05-2017,ANNONE VENETO,VE,ITALIA
F,03-05-2017,ANNONE VENETO,VE,ITALIA
F,04-05-2017,,,
M,05-05-2017,GIAVERA DEL MONTELLO,TV,ITALIA
F,05-05-2017,GIAVERA DEL MONTELLO,TV,ITALIA
M,06-05-2017,ANNONE VENETO,VE,ITALIA
M,06-05-2017,ANNONE VENETO,VE,ITALIA
F,06-05-2017,ANNONE VENETO,VE,ITALIA
F,08-05-2017,MOGLIANO VENETO,TV,ITALIA
F,08-05-2017,MOGLIANO VENETO,TV,ITALIA
M,08-05-2017,MOGLIANO VENETO,TV,ITALIA
M,08-05-2017,MOGLIANO VENETO,TV,ITALIA
F,08-05-2017,CAORLE,VE,ITALIA
M,08-05-2017,CAORLE,VE,ITALIA
M,08-05-2017,CAORLE,VE,ITALIA
M,16-05-2017,SAN DONÀ DI PIAVE,VE,ITALIA
F,16-05-2017,SAN DONÀ DI PIAVE,VE,ITALIA
F,17-05-2017,SAN MICHELE AL TAGLIAMENTO,VE,ITALIA
F,17-05-2017,CAORLE,VE,ITALIA
F,17-05-2017,BRESCIA,BS,ITALIA
F,19-05-2017,,,UCRAINA
M,20-05-2017,POMEZIA,RM,ITALIA
F,20-05-2017,PESCARA,PE,ITALIA
F,20-05-2017,CAORLE,VE,ITALIA
M,22-05-2017,CAORLE-SAN GIORGIO DI LIVENZA,VE,ITALIA
F,22-05-2017,CAORLE-SAN GIORGIO DI LIVENZA,VE,ITALIA
M,23-05-2017,,,
M,01-06-2017,ERACLEA,VE,ITALIA
M,06-06-2017,SAN DONÀ DI PIAVE,VE,ITALIA
F,06-06-2017,SAN DONÀ DI PIAVE,VE,ITALIA
F,06-06-2017,SAN DONÀ DI PIAVE,VE,ITALIA
F,06-06-2017,SAN DONÀ DI PIAVE,VE,ITALIA
M,06-06-2017,PADOVA,PD,ITALIA
M,07-06-2017,CAORLE,VE,ITALIA
M,14-06-2017,VENEZIA-MESTRE,VE,ITALIA
F,15-06-2017,CEGGIA,VE,ITALIA
M,16-06-2017,TORRE DI MOSTO,VE,ITALIA
M,20-06-2017,SAN MINIATO,PI,ITALIA
M,26-06-2017,CINTO CAOMAGGIORE,VE,ITALIA
M,26-06-2017,CINTO CAOMAGGIORE,VE,ITALIA
F,26-06-2017,CINTO CAOMAGGIORE,VE,ITALIA
F,28-06-2017,PRAMAGGIORE,VE,ITALIA
F,28-06-2017,PRAMAGGIORE,VE,ITALIA
M,28-06-2017,PORTOGRUARO,VE,ITALIA
F,28-06-2017,PORTOGRUARO,VE,ITALIA
M,28-06-2017,PORTOGRUARO,VE,ITALIA
F,28-06-2017,PORTOGRUARO,VE,ITALIA
M,29-06-2017,PORTOGRUARO,VE,ITALIA
F,29-06-2017,PORTOGRUARO,VE,ITALIA
F,01-07-2017,CAORLE,VE,ITALIA
M,01-07-2017,CAORLE,VE,ITALIA
M,01-07-2017,CAORLE,VE,ITALIA
M,08-07-2017,GORIZIA,GO,ITALIA
F,08-07-2017,,,
M,08-07-2017,,,
M,08-07-2017,CAORLE,VE,ITALIA
M,15-07-2017,,,
M,17-07-2017,,,
F,17-07-2017,,,
F,18-07-2017,TORRE DI MOSTO,VE,ITALIA
F,18-07-2017,TORRE DI MOSTO,VE,ITALIA
M,18-07-2017,TORRE DI MOSTO,VE,ITALIA
F,18-07-2017,TORRE DI MOSTO,VE,ITALIA
F,31-07-2017,,,
F,31-07-2017,TORRE DI MOSTO,VE,ITALIA
M,02-08-2017,,,
F,02-08-2017,MONTEBELLUNA,TV,ITALIA
M,05-08-2017,,,
F,11-08-2017,VENEZIA,VE,ITALIA
M,11-08-2017,VENEZIA,VE,ITALIA
M,11-08-2017,VENEZIA,VE,ITALIA
M,11-08-2017,VENEZIA,VE,ITALIA
F,11-08-2017,VENEZIA,VE,ITALIA
M,11-08-2017,VENEZIA,VE,ITALIA
M,16-08-2017,PORTO RECANATI,MC,ITALIA
F,16-08-2017,PORTO RECANATI,MC,ITALIA
M,16-08-2017,PORTO RECANATI,MC,ITALIA
M,16-08-2017,PORTO RECANATI,MC,ITALIA
F,16-08-2017,PORTO RECANATI,MC,ITALIA
F,16-08-2017,,,
F,17-08-2017,CEGGIA,VE,ITALIA
M,18-08-2017,,,MAROCCO
M,18-08-2017,ERACLEA,VE,ITALIA
F,18-08-2017,ERACLEA,VE,ITALIA
M,19-08-2017,SAN DONÀ DI PIAVE,VE,ITALIA
F,29-08-2017,PORTOGRUARO,VE,ITALIA
F,01-09-2017,NOLA,,ITALIA
M,01-09-2017,NOLA,,ITALIA
M,01-09-2017,NOLA,,ITALIA
F,01-09-2017,NOLA,,ITALIA
F,02-09-2017,TORRE DI MOSTO,VE,ITALIA
M,04-09-2017,SAN DONÀ DI PIAVE,VE,ITALIA
F,05-09-2017,PORTOGRUARO,VE,ITALIA
M,09-09-2017,PORTOGRUARO,VE,ITALIA
F,09-09-2017,PORTOGRUARO,VE,ITALIA
M,12-09-2017,CERTALDO,FI,ITALIA
F,12-09-2017,CERTALDO,FI,ITALIA
F,14-09-2017,TORRE DI MOSTO,VE,ITALIA
M,14-09-2017,TORRE DI MOSTO,VE,ITALIA
F,14-09-2017,TORRE DI MOSTO,VE,ITALIA
M,16-09-2017,GORIZIA,GO,ITALIA
M,16-09-2017,SAN DONÀ DI PIAVE,VE,ITALIA
F,19-09-2017,CAORLE,VE,ITALIA
F,19-09-2017,,,
M,19-09-2017,PORTOGRUARO,VE,ITALIA
F,20-09-2017,,,
F,26-09-2017,CAORLE,VE,ITALIA
M,26-09-2017,CAORLE,VE,ITALIA
M,26-09-2017,CAORLE,VE,ITALIA
M,26-09-2017,CAORLE,VE,ITALIA
M,30-09-2017,MACERATA,MC,ITALIA
F,30-09-2017,ORMELLE,TV,ITALIA
F,02-10-2017,CERTALDO,FI,ITALIA
M,02-10-2017,SEQUALS,PN,ITALIA
M,03-10-2017,,,KOSOVO
F,06-10-2017,SAN DONÀ DI PIAVE,VE,ITALIA
M,07-10-2017,POMEZIA,RM,ITALIA
F,07-10-2017,PORTOGRUARO,VE,ITALIA
M,07-10-2017,PORTOGRUARO,VE,ITALIA
M,07-10-2017,PORTOGRUARO,VE,ITALIA
F,07-10-2017,PORTOGRUARO,VE,ITALIA
M,09-10-2017,CAORLE,VE,ITALIA
M,09-10-2017,CAORLE,VE,ITALIA
F,09-10-2017,CAORLE,VE,ITALIA
F,09-10-2017,CAORLE,VE,ITALIA
F,10-10-2017,POJANA MAGGIORE,VI,ITALIA
F,17-10-2017,CEGGIA,VE,ITALIA
M,17-10-2017,CEGGIA,VE,ITALIA
M,17-10-2017,CEGGIA,VE,ITALIA
F,17-10-2017,CEGGIA,VE,ITALIA
M,20-10-2017,CERVIGNANO DEL FRIULI,UD,ITALIA
M,24-10-2017,CAVRIAGO,RE,ITALIA
F,26-10-2017,BAGNARIA ARSA,UD,ITALIA
M,26-10-2017,BAGNARIA ARSA,UD,ITALIA
M,28-10-2017,PIAZZOLA SUL BRENTA,PD,ITALIA
F,30-10-2017,CAORLE,VE,ITALIA
F,31-10-2017,CAORLE,VE,ITALIA
M,31-10-2017,CAORLE,VE,ITALIA
M,02-11-2017,SAN DONÀ DI PIAVE,VE,ITALIA
M,02-11-2017,CERTALDO,FI,ITALIA
M,08-11-2017,CAORLE,VE,ITALIA
M,09-11-2017,JESOLO,VE,ITALIA
F,11-11-2017,CORDIGNANO,TV,ITALIA
M,11-11-2017,CAORLE,VE,ITALIA
F,11-11-2017,CORDIGNANO,TV,ITALIA
M,11-11-2017,CAORLE,VE,ITALIA
F,11-11-2017,CAORLE,VE,ITALIA
F,11-11-2017,CAORLE,VE,ITALIA
F,16-11-2017,,,MACEDONIA DEL NORD
F,17-11-2017,TORRE DI MOSTO,VE,ITALIA
M,18-11-2017,SAN VITO AL TAGLIAMENTO,PN,ITALIA
M,18-11-2017,CAORLE,VE,ITALIA
F,20-11-2017,CAPPELLA MAGGIORE,TV,ITALIA
F,20-11-2017,CEGGIA,VE,ITALIA
F,22-11-2017,CAORLE,VE,ITALIA
F,22-11-2017,,,KOSOVO
F,02-12-2017,CAORLE,VE,ITALIA
F,02-12-2017,CAORLE,VE,ITALIA
F,03-12-2017,CAORLE,VE,ITALIA
F,07-12-2017,TORRE DI MOSTO,VE,ITALIA
F,09-12-2017,,,MAROCCO
M,09-12-2017,,,MAROCCO
F,11-12-2017,PORDENONE,PN,ITALIA
M,11-12-2017,CONCORDIA SAGITTARIA,VE,ITALIA
F,11-12-2017,,,
M,11-12-2017,PORDENONE,PN,ITALIA
M,11-12-2017,PORDENONE,PN,ITALIA
M,11-12-2017,PORDENONE,PN,ITALIA
F,11-12-2017,CONCORDIA SAGITTARIA,VE,ITALIA
F,12-12-2017,ERACLEA,VE,ITALIA
F,12-12-2017,PRAMAGGIORE,VE,ITALIA
F,14-12-2017,SAN DONÀ DI PIAVE,VE,ITALIA
F,18-12-2017,CAORLE,VE,ITALIA
F,18-12-2017,TORRE DI MOSTO,VE,ITALIA
M,20-12-2017,PORTOGRUARO,VE,ITALIA
M,22-12-2017,MILANO,MI,ITALIA
F,22-12-2017,MILANO,MI,ITALIA
M,23-12-2017,CAORLE,VE,ITALIA
F,27-12-2017,TEGLIO VENETO,VE,ITALIA
M,28-12-2017,CESSALTO,TV,ITALIA
M,28-12-2017,CESSALTO,TV,ITALIA
F,28-12-2017,CESSALTO,TV,ITALIA
M,03-01-2018,CONCORDIA SAGITTARIA,VE,ITALIA
F,05-01-2018,CAORLE,VE,ITALIA
F,05-01-2018,CAORLE,VE,ITALIA
M,05-01-2018,CAORLE,VE,ITALIA
M,09-01-2018,,,
F,16-01-2018,TORRE DI MOSTO,VE,ITALIA
M,18-01-2018,,,MAROCCO
M,22-01-2018,CORDENONS,PN,ITALIA
M,23-01-2018,SAN DONÀ DI PIAVE,VE,ITALIA
M,25-01-2018,PRAVISDOMINI,PN,ITALIA
F,01-02-2018,TORRE DI MOSTO,VE,ITALIA
M,03-02-2018,CAORLE,VE,ITALIA
F,05-02-2018,TORRE DI MOSTO,VE,ITALIA
M,05-02-2018,TORRE DI MOSTO,VE,ITALIA
M,05-02-2018,MOTTA DI LIVENZA,TV,ITALIA
M,05-02-2018,SAN DONÀ DI PIAVE,VE,ITALIA
F,09-02-2018,,,UCRAINA
F,13-02-2018,CAORLE,VE,ITALIA
M,13-02-2018,LORETO,AN,ITALIA
M,13-02-2018,CAORLE,VE,ITALIA
M,13-02-2018,CAORLE,VE,ITALIA
M,13-02-2018,PORTOGRUARO,VE,ITALIA
M,16-02-2018,SAN STINO DI LIVENZA,VE,ITALIA
F,17-02-2018,CESSALTO,TV,ITALIA
F,21-02-2018,,,REGNO UNITO
M,22-02-2018,PORDENONE,PN,ITALIA
M,23-02-2018,ODERZO,TV,ITALIA
F,23-02-2018,SALGAREDA,TV,ITALIA
F,24-02-2018,VEDANO AL LAMBRO,MB,ITALIA
M,24-02-2018,VEDANO AL LAMBRO,MB,ITALIA
M,24-02-2018,VEDANO AL LAMBRO,MB,ITALIA
M,24-02-2018,VEDANO AL LAMBRO,MB,ITALIA
M,26-02-2018,BAGNARIA ARSA,UD,ITALIA
F,26-02-2018,CORDOVADO,PN,ITALIA
M,27-02-2018,,,KOSOVO
M,27-02-2018,,,KOSOVO
F,27-02-2018,,,KOSOVO
F,02-03-2018,ANNONE VENETO,VE,ITALIA
M,06-03-2018,PORDENONE,PN,ITALIA
M,10-03-2018,CAORLE-SAN GIORGIO DI LIVENZA,VE,ITALIA
F,10-03-2018,CEGGIA,VE,ITALIA
F,10-03-2018,BAGNOLI DEL TRIGNO,IS,ITALIA
F,10-03-2018,BAGNOLI DEL TRIGNO,IS,ITALIA
M,10-03-2018,BAGNOLI DEL TRIGNO,IS,ITALIA
F,10-03-2018,CAORLE-SAN GIORGIO DI LIVENZA,VE,ITALIA
M,16-03-2018,TORRE DI MOSTO,VE,ITALIA
F,16-03-2018,TORRE DI MOSTO,VE,ITALIA
M,17-03-2018,TORRE DI MOSTO,VE,ITALIA
M,20-03-2018,SAN DONÀ DI PIAVE,VE,ITALIA
M,22-03-2018,ANNONE VENETO,VE,ITALIA
M,27-03-2018,MOTTA DI LIVENZA,TV,ITALIA
M,27-03-2018,CAORLE,VE,ITALIA
F,27-03-2018,CAORLE,VE,ITALIA
F,27-03-2018,CAORLE,VE,ITALIA
M,27-03-2018,COMO,CO,ITALIA
F,28-03-2018,,,SERBIA
F,29-03-2018,PRAVISDOMINI,PN,ITALIA
F,29-03-2018,PRAVISDOMINI,PN,ITALIA
M,31-03-2018,,,MACEDONIA DEL NORD
F,31-03-2018,,,MACEDONIA DEL NORD
F,03-04-2018,CAORLE,VE,ITALIA
M,04-04-2018,CAORLE,VE,ITALIA
M,04-04-2018,CAORLE,VE,ITALIA
M,04-04-2018,CAORLE,VE,ITALIA
F,04-04-2018,CAORLE,VE,ITALIA
F,04-04-2018,CAORLE,VE,ITALIA
F,05-04-2018,SAN MICHELE AL TAGLIAMENTO,VE,ITALIA
M,06-04-2018,,,
M,06-04-2018,MARCON,VE,ITALIA
M,07-04-2018,CAORLE,VE,ITALIA
F,11-04-2018,SAN BIAGIO DI CALLALTA,TV,ITALIA
M,13-04-2018,CESSALTO,TV,ITALIA
M,14-04-2018,NEVIANO DEGLI ARDUINI,PR,ITALIA
F,16-04-2018,,,
F,16-04-2018,,,
M,16-04-2018,CAORLE,VE,ITALIA
F,17-04-2018,SAN DONÀ DI PIAVE,VE,ITALIA
M,17-04-2018,ERACLEA,VE,ITALIA
M,17-04-2018,SAN DONÀ DI PIAVE,VE,ITALIA
F,17-04-2018,SAN DONÀ DI PIAVE,VE,ITALIA
M,19-04-2018,CAVALLINO-TREPORTI,VE,ITALIA
M,23-04-2018,BORGO SAN DALMAZZO,CN,ITALIA
M,24-04-2018,SULMONA,AQ,ITALIA
F,27-04-2018,CONCORDIA SAGITTARIA,VE,ITALIA
F,28-04-2018,MASERADA SUL PIAVE,TV,ITALIA
F,28-04-2018,CESSALTO,TV,ITALIA
M,28-04-2018,MASERADA SUL PIAVE,TV,ITALIA
M,28-04-2018,MASERADA SUL PIAVE,TV,ITALIA
M,28-04-2018,MASERADA SUL PIAVE,TV,ITALIA
M,28-04-2018,MASERADA SUL PIAVE,TV,ITALIA
F,30-04-2018,CESSALTO,TV,ITALIA
M,03-05-2018,CONCORDIA SAGITTARIA,VE,ITALIA
M,03-05-2018,MEDUNA DI LIVENZA,TV,ITALIA
F,03-05-2018,CONCORDIA SAGITTARIA,VE,ITALIA
M,07-05-2018,,,
M,07-05-2018,NOVENTA DI PIAVE,VE,ITALIA
M,08-05-2018,SIURGUS DONIGALA,SU,ITALIA
M,08-05-2018,SAN DONÀ DI PIAVE,VE,ITALIA
F,10-05-2018,SALZANO,VE,ITALIA
M,12-05-2018,CAORLE,VE,ITALIA
F,14-05-2018,TORRE DI MOSTO,VE,ITALIA
F,14-05-2018,TORRE DI MOSTO,VE,ITALIA
M,14-05-2018,TORRE DI MOSTO,VE,ITALIA
M,16-05-2018,PRAVISDOMINI,PN,ITALIA
M,17-05-2018,TREVIGNANO,TV,ITALIA
M,19-05-2018,,,ALGERIA
M,19-05-2018,,,ALGERIA
F,19-05-2018,,,ALGERIA
F,19-05-2018,,,ALGERIA
F,23-05-2018,TORRE DI MOSTO,VE,ITALIA
M,25-05-2018,CINTO CAOMAGGIORE,VE,ITALIA
M,26-05-2018,CERIANO LAGHETTO,MB,ITALIA
F,26-05-2018,CERIANO LAGHETTO,MB,ITALIA
F,01-06-2018,CESSALTO,TV,ITALIA
M,04-06-2018,,,MAROCCO
F,04-06-2018,,,MAROCCO
M,05-06-2018,,,MAROCCO
M,05-06-2018,SAN DONÀ DI PIAVE,VE,ITALIA
M,07-06-2018,LISSONE,MB,ITALIA
M,07-06-2018,MOTTA DI LIVENZA,TV,ITALIA
F,09-06-2018,CEGGIA,VE,ITALIA
M,09-06-2018,,,FRANCIA
M,14-06-2018,CAORLE,VE,ITALIA
M,14-06-2018,CAORLE,VE,ITALIA
M,14-06-2018,CAORLE,VE,ITALIA
F,14-06-2018,CAORLE,VE,ITALIA
M,16-06-2018,ODERZO,TV,ITALIA
M,16-06-2018,CAORLE,VE,ITALIA
F,16-06-2018,CAORLE,VE,ITALIA
M,16-06-2018,ERACLEA,VE,ITALIA
F,16-06-2018,ODERZO,TV,ITALIA
M,16-06-2018,ODERZO,TV,ITALIA
F,20-06-2018,PRAVISDOMINI,PN,ITALIA
F,20-06-2018,CONCORDIA SAGITTARIA,VE,ITALIA
M,22-06-2018,CAORLE,VE,ITALIA
F,22-06-2018,CAORLE,VE,ITALIA
F,23-06-2018,ODERZO,TV,ITALIA
F,25-06-2018,PORTOGRUARO,VE,ITALIA
M,27-06-2018,MILANO,MI,ITALIA
M,29-06-2018,PRAMAGGIORE,VE,ITALIA
M,29-06-2018,PRAMAGGIORE,VE,ITALIA
F,29-06-2018,PRAMAGGIORE,VE,ITALIA
F,29-06-2018,PRAMAGGIORE,VE,ITALIA
F,29-06-2018,PRAMAGGIORE,VE,ITALIA
M,30-06-2018,,,
M,02-07-2018,JESOLO,VE,ITALIA
M,03-07-2018,,,MAROCCO
M,04-07-2018,MOTTA DI LIVENZA,TV,ITALIA
F,04-07-2018,CAORLE,VE,ITALIA
