SESSO,DATA IMMIGRAZIONE,COMUNE DI PROVENIENZA,PROVINCIA DI PROVENIENZA,STATO DI PROVENIENZA
M,05-09-2009,VENEZIA,VE,ITALIA
F,12-09-2009,ODERZO,TV,ITALIA
M,12-09-2009,ANNONE VENETO,VE,ITALIA
F,16-09-2009,,,
M,21-09-2009,MEDUNA DI LIVENZA,TV,ITALIA
M,22-09-2009,CAORLE,VE,ITALIA
M,22-09-2009,CAORLE,VE,ITALIA
F,25-09-2009,,,ROMANIA
F,03-10-2009,DOBERDÒ DEL LAGO,GO,ITALIA
F,06-10-2009,ANNONE VENETO,VE,ITALIA
F,07-10-2009,FONTANELLE,TV,ITALIA
F,14-10-2009,CAORLE,VE,ITALIA
F,22-10-2009,,,
M,22-10-2009,PONZANO VENETO,TV,ITALIA
M,26-10-2009,VALVASONE,PN,ITALIA
F,26-10-2009,ANNONE VENETO,VE,ITALIA
F,26-10-2009,PORTOGRUARO,VE,ITALIA
F,26-10-2009,ANNONE VENETO,VE,ITALIA
M,26-10-2009,PORTOGRUARO,VE,ITALIA
F,12-11-2009,LECCO,LC,ITALIA
F,12-11-2009,LECCO,LC,ITALIA
M,17-11-2009,TRICASE,LE,ITALIA
F,21-11-2009,CESSALTO,TV,ITALIA
M,24-11-2009,,,
M,30-11-2009,PORTOGRUARO,VE,ITALIA
M,30-11-2009,PORTOGRUARO,VE,ITALIA
M,02-12-2009,PRAMAGGIORE,VE,ITALIA
F,09-12-2009,CESSALTO,TV,ITALIA
F,09-12-2009,CESSALTO,TV,ITALIA
M,10-12-2009,CAORLE,VE,ITALIA
F,10-12-2009,CAORLE,VE,ITALIA
M,12-12-2009,SANTA LUCIA DI PIAVE,TV,ITALIA
M,21-12-2009,POMARICO,MT,ITALIA
F,24-12-2009,,,
M,05-01-2010,CAORLE,VE,ITALIA
M,13-01-2010,SALGAREDA,TV,ITALIA
F,13-01-2010,SALGAREDA,TV,ITALIA
F,20-01-2010,CAORLE,VE,ITALIA
F,22-01-2010,CAORLE,VE,ITALIA
F,26-01-2010,,,ALBANIA
F,26-01-2010,,,ALBANIA
M,27-01-2010,SAN DONÀ DI PIAVE,VE,ITALIA
F,27-01-2010,SAN DONÀ DI PIAVE,VE,ITALIA
M,30-01-2010,ANNONE VENETO,VE,ITALIA
M,02-02-2010,CAORLE,VE,ITALIA
M,02-02-2010,CAORLE,VE,ITALIA
F,02-02-2010,CAORLE,VE,ITALIA
M,05-02-2010,MUSILE DI PIAVE,VE,ITALIA
M,06-02-2010,GRADISCA D'ISONZO,GO,ITALIA
M,11-02-2010,GORGO AL MONTICANO,TV,ITALIA
F,15-02-2010,CAORLE,VE,ITALIA
F,17-02-2010,,,ALBANIA
F,19-02-2010,,,
M,22-02-2010,,,GERMANIA
F,22-02-2010,,,
F,22-02-2010,,,
F,22-02-2010,,,
F,24-02-2010,MILANO,MI,ITALIA
M,25-02-2010,SAN DONÀ DI PIAVE,VE,ITALIA
M,26-02-2010,DOBERDÒ DEL LAGO,GO,ITALIA
M,01-03-2010,JESOLO,VE,ITALIA
F,02-03-2010,,,BRASILE
F,03-03-2010,ANNONE VENETO,VE,ITALIA
F,09-03-2010,PALERMO,PA,ITALIA
F,11-03-2010,,,
F,13-03-2010,CAORLE,VE,ITALIA
F,20-03-2010,PORTOGRUARO,VE,ITALIA
M,22-03-2010,FIUME VENETO,PN,ITALIA
M,01-04-2010,,,MACEDONIA DEL NORD
M,01-04-2010,,,MACEDONIA DEL NORD
F,01-04-2010,,,MACEDONIA DEL NORD
F,13-04-2010,SAN DONÀ DI PIAVE,VE,ITALIA
M,17-04-2010,ZOPPOLA,PN,ITALIA
F,23-04-2010,GRADISCA D'ISONZO,GO,ITALIA
M,23-04-2010,GRADISCA D'ISONZO,GO,ITALIA
F,28-04-2010,CAORLE,VE,ITALIA
F,30-04-2010,CAORLE,VE,ITALIA
F,04-05-2010,,,ALBANIA
F,04-05-2010,CAORLE,VE,ITALIA
M,06-05-2010,ANGRI,SA,ITALIA
M,06-05-2010,ANGRI,SA,ITALIA
M,10-05-2010,CAORLE,VE,ITALIA
M,12-05-2010,PORTOGRUARO,VE,ITALIA
F,17-05-2010,,,
M,17-05-2010,,,
F,17-05-2010,,,
F,22-05-2010,ERACLEA,VE,ITALIA
F,22-05-2010,ERACLEA,VE,ITALIA
M,22-05-2010,ERACLEA,VE,ITALIA
F,22-05-2010,ERACLEA,VE,ITALIA
M,28-05-2010,SAN DONÀ DI PIAVE,VE,ITALIA
F,28-05-2010,CAORLE,VE,ITALIA
M,01-06-2010,SAN DONÀ DI PIAVE,VE,ITALIA
F,01-06-2010,SAN DONÀ DI PIAVE,VE,ITALIA
M,05-06-2010,SAN DONÀ DI PIAVE,VE,ITALIA
F,07-06-2010,VENEZIA,VE,ITALIA
F,08-06-2010,,,
M,12-06-2010,CAORLE,VE,ITALIA
M,14-06-2010,TORRE DI MOSTO,VE,ITALIA
F,17-06-2010,CAORLE,VE,ITALIA
F,17-06-2010,CAORLE,VE,ITALIA
F,21-06-2010,,,
F,26-06-2010,JESOLO,VE,ITALIA
F,26-06-2010,TORRE DI MOSTO,VE,ITALIA
F,29-06-2010,PORTOGRUARO,VE,ITALIA
F,29-06-2010,PORTOGRUARO,VE,ITALIA
F,01-07-2010,PORTOGRUARO,VE,ITALIA
M,02-07-2010,CAORLE,VE,ITALIA
M,02-07-2010,CAORLE,VE,ITALIA
F,02-07-2010,CAORLE,VE,ITALIA
M,02-07-2010,VILLANOVA DI CAMPOSAMPIERO,PD,ITALIA
F,02-07-2010,CAORLE,VE,ITALIA
F,02-07-2010,CAORLE,VE,ITALIA
F,02-07-2010,CAORLE,VE,ITALIA
M,07-07-2010,,,
M,07-07-2010,,,
M,07-07-2010,,,
M,07-07-2010,,,SLOVENIA
M,08-07-2010,CASTRIGNANO DEL CAPO,LE,ITALIA
F,15-07-2010,FOSSALTA DI PORTOGRUARO,VE,ITALIA
F,16-07-2010,SAN DONÀ DI PIAVE,VE,ITALIA
F,19-07-2010,ROVATO,BS,ITALIA
F,19-07-2010,ROVATO,BS,ITALIA
M,19-07-2010,BOLZANO .BOZEN.,BZ,ITALIA
M,19-07-2010,,,
F,23-07-2010,,,UCRAINA
M,24-07-2010,,,
M,24-07-2010,SEREGNO,MB,ITALIA
M,29-07-2010,,,
M,01-08-2010,,,
F,03-08-2010,PORDENONE,PN,ITALIA
M,04-08-2010,CAORLE,VE,ITALIA
F,04-08-2010,CAORLE,VE,ITALIA
F,04-08-2010,CAORLE,VE,ITALIA
F,12-08-2010,FRANCAVILLA MARITTIMA,CS,ITALIA
F,13-08-2010,TORRE DI MOSTO,VE,ITALIA
M,14-08-2010,,,BRASILE
F,16-08-2010,CAORLE,VE,ITALIA
F,16-08-2010,CAORLE,VE,ITALIA
F,16-08-2010,CAORLE,VE,ITALIA
M,27-08-2010,CONSELVE,PD,ITALIA
F,31-08-2010,,,
F,01-09-2010,,,
M,06-09-2010,SAN DONÀ DI PIAVE,VE,ITALIA
M,08-09-2010,CARPENEDOLO,BS,ITALIA
F,08-09-2010,CARPENEDOLO,BS,ITALIA
M,08-09-2010,CARPENEDOLO,BS,ITALIA
F,08-09-2010,CARPENEDOLO,BS,ITALIA
M,21-09-2010,,,ALBANIA
F,22-09-2010,CAORLE,VE,ITALIA
F,24-09-2010,MOTTA DI LIVENZA,TV,ITALIA
F,27-09-2010,PORTOGRUARO,VE,ITALIA
F,02-10-2010,,,
F,04-10-2010,TORRE DI MOSTO,VE,ITALIA
F,04-10-2010,TORRE DI MOSTO,VE,ITALIA
M,04-10-2010,TORRE DI MOSTO,VE,ITALIA
M,04-10-2010,SAN DONÀ DI PIAVE,VE,ITALIA
F,04-10-2010,TORRE DI MOSTO,VE,ITALIA
F,05-10-2010,DOMEGGE DI CADORE,BL,ITALIA
F,05-10-2010,FORNI DI SOTTO,UD,ITALIA
F,07-10-2010,CAORLE,VE,ITALIA
M,07-10-2010,CAORLE,VE,ITALIA
M,07-10-2010,CAORLE,VE,ITALIA
M,09-10-2010,,,
F,19-10-2010,ANNONE VENETO,VE,ITALIA
F,20-10-2010,MONASTIER DI TREVISO,TV,ITALIA
M,21-10-2010,SAN MICHELE AL TAGLIAMENTO,VE,ITALIA
M,23-10-2010,ERACLEA,VE,ITALIA
F,25-10-2010,,,MAROCCO
F,26-10-2010,,,
M,30-10-2010,,,ROMANIA
F,13-11-2010,CEGGIA,VE,ITALIA
M,13-11-2010,CAORLE,VE,ITALIA
F,17-11-2010,,,UCRAINA
M,17-11-2010,SAN DONÀ DI PIAVE,VE,ITALIA
F,18-11-2010,ANNONE VENETO,VE,ITALIA
M,18-11-2010,ANNONE VENETO,VE,ITALIA
M,18-11-2010,CAORLE,VE,ITALIA
F,19-11-2010,,,POLONIA
M,22-11-2010,TORRE DI MOSTO,VE,ITALIA
F,22-11-2010,TORRE DI MOSTO,VE,ITALIA
F,25-11-2010,CAORLE,VE,ITALIA
F,03-12-2010,ERACLEA,VE,ITALIA
M,06-12-2010,CONCORDIA SAGITTARIA,VE,ITALIA
M,07-12-2010,,,
F,07-12-2010,,,
M,07-12-2010,,,
M,07-12-2010,,,
M,13-12-2010,FONTANELLE,TV,ITALIA
M,14-12-2010,,,
F,27-12-2010,MERGOZZO,VB,ITALIA
M,29-12-2010,MUSILE DI PIAVE,VE,ITALIA
M,03-01-2011,ANNONE VENETO,VE,ITALIA
M,03-01-2011,ANNONE VENETO,VE,ITALIA
F,03-01-2011,ANNONE VENETO,VE,ITALIA
M,03-01-2011,CEGGIA,VE,ITALIA
F,04-01-2011,MUSILE DI PIAVE,VE,ITALIA
M,04-01-2011,MUSILE DI PIAVE,VE,ITALIA
M,05-01-2011,CAORLE,VE,ITALIA
M,07-01-2011,,,
F,11-01-2011,MOTTA DI LIVENZA,TV,ITALIA
M,14-01-2011,,,REGNO UNITO
F,15-01-2011,COLLE DI VAL D'ELSA,SI,ITALIA
M,17-01-2011,PORTOGRUARO,VE,ITALIA
F,24-01-2011,CAORLE,VE,ITALIA
M,24-01-2011,CAORLE,VE,ITALIA
F,24-01-2011,CAORLE,VE,ITALIA
F,24-01-2011,TORRE DI MOSTO,VE,ITALIA
F,25-01-2011,TORRE DI MOSTO,VE,ITALIA
M,25-01-2011,TORRE DI MOSTO,VE,ITALIA
F,27-01-2011,CESSALTO,TV,ITALIA
F,01-02-2011,PORTOGRUARO,VE,ITALIA
F,04-02-2011,ANNONE VENETO,VE,ITALIA
F,04-02-2011,CAORLE,VE,ITALIA
F,10-02-2011,SAN DONÀ DI PIAVE,VE,ITALIA
F,12-02-2011,,,MACEDONIA DEL NORD
F,12-02-2011,,,MACEDONIA DEL NORD
M,12-02-2011,,,MACEDONIA DEL NORD
M,12-02-2011,,,MACEDONIA DEL NORD
M,19-02-2011,CAORLE,VE,ITALIA
M,21-02-2011,PORTOGRUARO,VE,ITALIA
F,21-02-2011,PORTOGRUARO,VE,ITALIA
F,23-02-2011,ANNONE VENETO,VE,ITALIA
M,23-02-2011,CONCORDIA SAGITTARIA,VE,ITALIA
M,26-02-2011,VITTORIO VENETO,TV,ITALIA
F,26-02-2011,VITTORIO VENETO,TV,ITALIA
M,01-03-2011,CAORLE,VE,ITALIA
F,01-03-2011,CAORLE,VE,ITALIA
M,08-03-2011,TREVISO,TV,ITALIA
F,09-03-2011,,,
M,12-03-2011,ANNONE VENETO,VE,ITALIA
M,16-03-2011,,,
F,19-03-2011,CHIOGGIA,VE,ITALIA
M,19-03-2011,CHIOGGIA,VE,ITALIA
M,23-03-2011,CAORLE,VE,ITALIA
F,26-03-2011,CAORLE,VE,ITALIA
M,26-03-2011,,,-
F,26-03-2011,,,
F,04-04-2011,CONCORDIA SAGITTARIA,VE,ITALIA
F,12-04-2011,SAN DONÀ DI PIAVE,VE,ITALIA
F,12-04-2011,SAN DONÀ DI PIAVE,VE,ITALIA
M,12-04-2011,SAN DONÀ DI PIAVE,VE,ITALIA
M,13-04-2011,,,
F,13-04-2011,,,
M,18-04-2011,CAORLE,VE,ITALIA
F,20-04-2011,TORRE DI MOSTO,VE,ITALIA
M,20-04-2011,TORRE DI MOSTO,VE,ITALIA
M,20-04-2011,TORRE DI MOSTO,VE,ITALIA
F,20-04-2011,TORRE DI MOSTO,VE,ITALIA
M,22-04-2011,MALO,VI,ITALIA
F,27-04-2011,MOTTA DI LIVENZA,TV,ITALIA
M,27-04-2011,MOTTA DI LIVENZA,TV,ITALIA
F,27-04-2011,MOTTA DI LIVENZA,TV,ITALIA
F,28-04-2011,ERACLEA,VE,ITALIA
F,28-04-2011,,,
F,29-04-2011,CAORLE,VE,ITALIA
F,29-04-2011,CAORLE,VE,ITALIA
M,29-04-2011,CAORLE,VE,ITALIA
F,03-05-2011,,,
F,03-05-2011,SEREGNO,MB,ITALIA
M,07-05-2011,CAORLE,VE,ITALIA
M,07-05-2011,CAORLE,VE,ITALIA
F,07-05-2011,CAORLE,VE,ITALIA
M,09-05-2011,,,NIGERIA
M,11-05-2011,CAORLE,VE,ITALIA
M,12-05-2011,ODERZO,TV,ITALIA
M,12-05-2011,ODERZO,TV,ITALIA
M,12-05-2011,ODERZO,TV,ITALIA
F,12-05-2011,ODERZO,TV,ITALIA
M,17-05-2011,ANNONE VENETO,VE,ITALIA
F,17-05-2011,ANNONE VENETO,VE,ITALIA
F,17-05-2011,ANNONE VENETO,VE,ITALIA
M,21-05-2011,PRAMAGGIORE,VE,ITALIA
F,09-06-2011,,,
M,10-06-2011,MASSANZAGO,PD,ITALIA
M,13-06-2011,CAORLE,VE,ITALIA
F,13-06-2011,CAORLE,VE,ITALIA
M,13-06-2011,BRINDISI,BR,ITALIA
F,18-06-2011,PORTOGRUARO,VE,ITALIA
M,18-06-2011,TORRE DI MOSTO,VE,ITALIA
M,18-06-2011,PORTOGRUARO,VE,ITALIA
M,18-06-2011,PORTOGRUARO,VE,ITALIA
F,23-06-2011,,,BRASILE
F,24-06-2011,CAORLE,VE,ITALIA
M,24-06-2011,SAN DONÀ DI PIAVE,VE,ITALIA
F,30-06-2011,ANNONE VENETO,VE,ITALIA
M,30-06-2011,ANNONE VENETO,VE,ITALIA
M,02-07-2011,TORRE DI MOSTO,VE,ITALIA
M,02-07-2011,SAN DONÀ DI PIAVE,VE,ITALIA
F,07-07-2011,,,
F,11-07-2011,CAORLE,VE,ITALIA
F,11-07-2011,CAORLE,VE,ITALIA
F,11-07-2011,CONCORDIA SAGITTARIA,VE,ITALIA
M,11-07-2011,CONCORDIA SAGITTARIA,VE,ITALIA
M,11-07-2011,CONCORDIA SAGITTARIA,VE,ITALIA
F,11-07-2011,CONCORDIA SAGITTARIA,VE,ITALIA
M,14-07-2011,CAMPONOGARA,VE,ITALIA
M,14-07-2011,SAN MICHELE AL TAGLIAMENTO,VE,ITALIA
F,14-07-2011,ROMA,RM,ITALIA
F,14-07-2011,ROMA,RM,ITALIA
M,15-07-2011,CONCORDIA SAGITTARIA,VE,ITALIA
F,18-07-2011,,,
F,19-07-2011,,,
M,27-07-2011,QUARTO D'ALTINO,VE,ITALIA
F,27-07-2011,PORTOGRUARO,VE,ITALIA
M,01-08-2011,SERRADIFALCO,CL,ITALIA
F,01-08-2011,SERRADIFALCO,CL,ITALIA
M,06-08-2011,FOSSALTA DI PORTOGRUARO,VE,ITALIA
F,06-08-2011,,,
M,11-08-2011,CAORLE,VE,ITALIA
M,17-08-2011,CEGGIA,VE,ITALIA
M,17-08-2011,CEGGIA,VE,ITALIA
F,17-08-2011,CEGGIA,VE,ITALIA
M,18-08-2011,CAORLE,VE,ITALIA
M,18-08-2011,CAORLE,VE,ITALIA
F,19-08-2011,PRATA DI PORDENONE,PN,ITALIA
M,19-08-2011,PRATA DI PORDENONE,PN,ITALIA
F,20-08-2011,ANNONE VENETO,VE,ITALIA
F,20-08-2011,ANNONE VENETO,VE,ITALIA
M,20-08-2011,ANNONE VENETO,VE,ITALIA
F,24-08-2011,TEGLIO VENETO,VE,ITALIA
F,25-08-2011,,,
F,25-08-2011,PRAVISDOMINI,PN,ITALIA
F,26-08-2011,,,
M,26-08-2011,PALERMO,PA,ITALIA
F,29-08-2011,VENEZIA,VE,ITALIA
M,29-08-2011,CAORLE,VE,ITALIA
M,01-09-2011,,,
F,02-09-2011,TORRE DEL GRECO,,ITALIA
M,02-09-2011,TORRE DEL GRECO,,ITALIA
M,03-09-2011,,,
M,07-09-2011,CAORLE,VE,ITALIA
F,07-09-2011,CAORLE,VE,ITALIA
F,13-09-2011,,,
F,17-09-2011,CAORLE,VE,ITALIA
M,17-09-2011,CAORLE,VE,ITALIA
M,17-09-2011,CAORLE,VE,ITALIA
F,17-09-2011,CAORLE,VE,ITALIA
M,23-09-2011,ODERZO,TV,ITALIA
M,01-10-2011,,,MACEDONIA DEL NORD
F,06-10-2011,ANNONE VENETO,VE,ITALIA
M,08-10-2011,PIACENZA,PC,ITALIA
M,09-10-2011,VENEZIA,VE,ITALIA
M,10-10-2011,CAORLE,VE,ITALIA
M,10-10-2011,SAN DONÀ DI PIAVE,VE,ITALIA
F,13-10-2011,CAORLE,VE,ITALIA
M,13-10-2011,CAORLE,VE,ITALIA
M,13-10-2011,CAORLE,VE,ITALIA
F,13-10-2011,CAORLE,VE,ITALIA
M,20-10-2011,TORINO,TO,ITALIA
M,20-10-2011,PORTOGRUARO,VE,ITALIA
M,24-10-2011,,,
F,25-10-2011,CAORLE,VE,ITALIA
M,25-10-2011,CAORLE,VE,ITALIA
F,25-10-2011,CAORLE,VE,ITALIA
M,25-10-2011,CAORLE,VE,ITALIA
M,02-11-2011,CHIARANO,TV,ITALIA
M,07-11-2011,CHIARANO,TV,ITALIA
F,09-11-2011,ERACLEA,VE,ITALIA
M,14-11-2011,ERACLEA,VE,ITALIA
F,17-11-2011,VENEZIA-MESTRE,VE,ITALIA
F,17-11-2011,VENEZIA-MESTRE,VE,ITALIA
F,17-11-2011,VENEZIA-MESTRE,VE,ITALIA
M,17-11-2011,VENEZIA-MESTRE,VE,ITALIA
M,17-11-2011,VENEZIA-MESTRE,VE,ITALIA
F,17-11-2011,VENEZIA-MESTRE,VE,ITALIA
M,19-11-2011,TORRE DI MOSTO,VE,ITALIA
M,19-11-2011,SAN DONÀ DI PIAVE,VE,ITALIA
M,01-12-2011,,,
M,02-12-2011,TORRE DI MOSTO,VE,ITALIA
F,02-12-2011,TORRE DI MOSTO,VE,ITALIA
F,02-12-2011,TORRE DI MOSTO,VE,ITALIA
M,07-12-2011,TORRE DI MOSTO,VE,ITALIA
M,07-12-2011,TORRE DI MOSTO,VE,ITALIA
F,07-12-2011,TORRE DI MOSTO,VE,ITALIA
F,10-12-2011,PORDENONE,PN,ITALIA
F,10-12-2011,CASARSA DELLA DELIZIA,PN,ITALIA
M,20-12-2011,SAN DONÀ DI PIAVE,VE,ITALIA
F,20-12-2011,SAN DONÀ DI PIAVE,VE,ITALIA
F,22-12-2011,,,SERBIA
M,27-12-2011,BISCEGLIE,BT,ITALIA
F,28-12-2011,CONCORDIA SAGITTARIA,VE,ITALIA
F,28-12-2011,CONCORDIA SAGITTARIA,VE,ITALIA
F,31-12-2011,CESSALTO,TV,ITALIA
F,31-12-2011,CAORLE,VE,ITALIA
M,02-01-2012,SAN DONÀ DI PIAVE,VE,ITALIA
F,11-01-2012,,,
M,25-01-2012,SEDEGLIANO,UD,ITALIA
F,28-01-2012,,,
M,28-01-2012,,,
M,02-02-2012,CEGGIA,VE,ITALIA
F,07-02-2012,CEGGIA,VE,ITALIA
M,07-02-2012,CEGGIA,VE,ITALIA
M,13-02-2012,CONCORDIA SAGITTARIA,VE,ITALIA
F,14-02-2012,TORRE DI MOSTO,VE,ITALIA
M,20-02-2012,TREVISO,TV,ITALIA
F,24-02-2012,,,
F,28-02-2012,CAORLE,VE,ITALIA
M,29-02-2012,,,MAROCCO
M,02-03-2012,MARTELLAGO,VE,ITALIA
F,06-03-2012,BAGNARIA ARSA,UD,ITALIA
M,13-03-2012,MOTTA DI LIVENZA,TV,ITALIA
F,13-03-2012,MOTTA DI LIVENZA,TV,ITALIA
M,14-03-2012,CAORLE,VE,ITALIA
F,26-03-2012,CEGGIA,VE,ITALIA
M,30-03-2012,,,
F,03-04-2012,SAN DONÀ DI PIAVE,VE,ITALIA
F,03-04-2012,SAN DONÀ DI PIAVE,VE,ITALIA
M,05-04-2012,CEGGIA,VE,ITALIA
F,10-04-2012,,,
M,16-04-2012,CAORLE,VE,ITALIA
F,16-04-2012,CAORLE,VE,ITALIA
F,24-04-2012,GORGO AL MONTICANO,TV,ITALIA
M,24-04-2012,GORGO AL MONTICANO,TV,ITALIA
M,24-04-2012,GORGO AL MONTICANO,TV,ITALIA
M,28-04-2012,PORTOGRUARO,VE,ITALIA
F,05-05-2012,SAN DONÀ DI PIAVE,VE,ITALIA
F,15-05-2012,CONCORDIA SAGITTARIA,VE,ITALIA
F,21-05-2012,ERACLEA,VE,ITALIA
F,25-05-2012,JESOLO,VE,ITALIA
F,28-05-2012,ERACLEA,VE,ITALIA
M,28-05-2012,CAORLE,VE,ITALIA
F,01-06-2012,MOTTA DI LIVENZA,TV,ITALIA
F,01-06-2012,MOTTA DI LIVENZA,TV,ITALIA
M,01-06-2012,,,
M,06-06-2012,CESSALTO,TV,ITALIA
F,07-06-2012,ANNONE VENETO,VE,ITALIA
M,09-06-2012,TORRE DI MOSTO,VE,ITALIA
M,12-06-2012,TORRE DI MOSTO,VE,ITALIA
F,13-06-2012,,,
F,13-06-2012,,,
F,13-06-2012,TRICASE,LE,ITALIA
F,16-06-2012,PARABIAGO,MI,ITALIA
F,30-06-2012,CHIARANO,TV,ITALIA
F,11-07-2012,ODERZO,TV,ITALIA
M,26-07-2012,CAORLE,VE,ITALIA
M,01-08-2012,SAN DONÀ DI PIAVE,VE,ITALIA
M,01-08-2012,SAN DONÀ DI PIAVE,VE,ITALIA
F,01-08-2012,SAN DONÀ DI PIAVE,VE,ITALIA
F,01-08-2012,SAN DONÀ DI PIAVE,VE,ITALIA
M,01-08-2012,TEGLIO VENETO,VE,ITALIA
M,01-08-2012,TEGLIO VENETO,VE,ITALIA
M,04-08-2012,MEOLO,VE,ITALIA
M,09-08-2012,,,
M,11-08-2012,ZENSON DI PIAVE,TV,ITALIA
M,25-08-2012,CAORLE,VE,ITALIA
F,25-08-2012,CAORLE,VE,ITALIA
F,27-08-2012,CAORLE,VE,ITALIA
M,27-08-2012,CAORLE,VE,ITALIA
M,27-08-2012,CAORLE,VE,ITALIA
M,27-08-2012,CAORLE,VE,ITALIA
M,27-08-2012,CAORLE,VE,ITALIA
F,28-08-2012,,,
F,03-09-2012,TORRE DI MOSTO,VE,ITALIA
M,04-09-2012,MOGLIANO VENETO,TV,ITALIA
M,13-09-2012,,,
M,15-09-2012,,,
M,18-09-2012,CHIVASSO,TO,ITALIA
F,25-09-2012,PORTOGRUARO,VE,ITALIA
M,25-09-2012,PORTOGRUARO,VE,ITALIA
M,29-09-2012,FOSSALTA DI PORTOGRUARO,VE,ITALIA
F,01-10-2012,BUTTIGLIERA ALTA,TO,ITALIA
F,03-10-2012,ERACLEA,VE,ITALIA
F,05-10-2012,,,ALBANIA
M,05-10-2012,,,
F,06-10-2012,SACILE,PN,ITALIA
F,06-10-2012,SACILE,PN,ITALIA
F,06-10-2012,PORTOGRUARO,VE,ITALIA
M,08-10-2012,ANNONE VENETO,VE,ITALIA
F,09-10-2012,PRAMAGGIORE,VE,ITALIA
F,09-10-2012,FORMIA,LT,ITALIA
F,09-10-2012,FORMIA,LT,ITALIA
F,12-10-2012,ARZANO,,ITALIA
M,12-10-2012,ARZANO,,ITALIA
F,16-10-2012,MEOLO,VE,ITALIA
M,20-10-2012,PONTE DI PIAVE,TV,ITALIA
M,27-10-2012,CAORLE,VE,ITALIA
M,30-10-2012,CONCORDIA SAGITTARIA,VE,ITALIA
F,31-10-2012,CAORLE,VE,ITALIA
M,31-10-2012,CAORLE,VE,ITALIA
M,02-11-2012,SALGAREDA,TV,ITALIA
M,02-11-2012,SALGAREDA,TV,ITALIA
M,02-11-2012,SALGAREDA,TV,ITALIA
F,02-11-2012,SALGAREDA,TV,ITALIA
F,19-11-2012,,,
F,26-11-2012,CAORLE,VE,ITALIA
F,27-11-2012,,,
M,27-11-2012,,,
F,10-12-2012,CAORLE,VE,ITALIA
M,10-12-2012,CAORLE,VE,ITALIA
M,10-12-2012,CAORLE,VE,ITALIA
F,12-12-2012,,,
M,27-12-2012,,,KOSOVO
F,27-12-2012,,,
F,28-12-2012,LADISPOLI,RM,ITALIA
F,02-01-2013,TORRE DI MOSTO,VE,ITALIA
F,03-01-2013,CAORLE,VE,ITALIA
F,04-01-2013,LATISANA,UD,ITALIA
F,08-01-2013,,,
M,11-01-2013,,,
F,12-01-2013,MOTTA DI LIVENZA,TV,ITALIA
M,16-01-2013,CHIARANO,TV,ITALIA
F,22-01-2013,CAORLE,VE,ITALIA
F,24-01-2013,PRAMAGGIORE,VE,ITALIA
M,24-01-2013,PRAMAGGIORE,VE,ITALIA
F,24-01-2013,PRAMAGGIORE,VE,ITALIA
M,24-01-2013,PRAMAGGIORE,VE,ITALIA
M,25-01-2013,MANIAGO,PN,ITALIA
M,25-01-2013,PASIANO DI PORDENONE,PN,ITALIA
F,08-02-2013,MARTELLAGO,VE,ITALIA
F,11-02-2013,SPRESIANO,TV,ITALIA
M,12-02-2013,TRESIGALLO,FE,ITALIA
F,12-02-2013,TRESIGALLO,FE,ITALIA
F,15-02-2013,MILANO,MI,ITALIA
F,20-02-2013,CEGGIA,VE,ITALIA
F,04-03-2013,CEGGIA,VE,ITALIA
F,04-03-2013,CEGGIA,VE,ITALIA
F,11-03-2013,PRATO,PO,ITALIA
M,14-03-2013,CAORLE,VE,ITALIA
F,14-03-2013,CAORLE,VE,ITALIA
M,16-03-2013,,,
F,16-03-2013,,,KOSOVO
M,18-03-2013,CONCORDIA SAGITTARIA,VE,ITALIA
M,23-03-2013,TREVISO,TV,ITALIA
F,23-03-2013,CAORLE,VE,ITALIA
F,29-03-2013,ANNONE VENETO,VE,ITALIA
M,29-03-2013,ANNONE VENETO,VE,ITALIA
M,29-03-2013,ANNONE VENETO,VE,ITALIA
F,29-03-2013,ANNONE VENETO,VE,ITALIA
M,03-04-2013,CONCORDIA SAGITTARIA,VE,ITALIA
F,06-04-2013,BELLUNO,BL,ITALIA
M,08-04-2013,CAORLE,VE,ITALIA
M,08-04-2013,CAORLE,VE,ITALIA
F,08-04-2013,CAORLE,VE,ITALIA
M,08-04-2013,CAORLE,VE,ITALIA
M,09-04-2013,BAIA E LATINA,CE,ITALIA
F,22-04-2013,,,
F,22-04-2013,,,
M,22-04-2013,CORDENONS,PN,ITALIA
M,24-04-2013,CAORLE,VE,ITALIA
F,24-04-2013,CAORLE,VE,ITALIA
M,24-04-2013,CAORLE,VE,ITALIA
M,24-04-2013,CAORLE,VE,ITALIA
F,29-04-2013,JESOLO,VE,ITALIA
M,07-05-2013,ERACLEA,VE,ITALIA
F,08-05-2013,BIANCAVILLA,CT,ITALIA
M,14-05-2013,BAIA E LATINA,CE,ITALIA
F,17-05-2013,QUARTO D'ALTINO,VE,ITALIA
M,18-05-2013,MONTE SAN GIUSTO,MC,ITALIA
F,23-05-2013,CAORLE,VE,ITALIA
M,23-05-2013,CAORLE,VE,ITALIA
M,23-05-2013,CAORLE,VE,ITALIA
F,25-05-2013,CERVIGNANO DEL FRIULI,UD,ITALIA
M,25-05-2013,CERVIGNANO DEL FRIULI,UD,ITALIA
M,25-05-2013,CERVIGNANO DEL FRIULI,UD,ITALIA
M,25-05-2013,CERVIGNANO DEL FRIULI,UD,ITALIA
M,31-05-2013,CAORLE,VE,ITALIA
F,01-06-2013,BELLUNO,BL,ITALIA
