Sesso,DataImmigrazione,LuogoProvenienza,Provincia,Stato
M,28/02/2012,SCICLI ,RG,ITALIA
F,21/11/2000,SCILLA ,RC,ITALIA
M,21/11/2000,SCILLA ,RC,ITALIA
F,21/11/2000,SCILLA ,RC,ITALIA
F,12/12/2007,SCILLA ,RC,ITALIA
F,12/12/2007,SCILLA ,RC,ITALIA
F,12/12/2007,SCILLA ,RC,ITALIA
M,02/05/2018,SCILLA ,RC,ITALIA
M,01/03/2007,SCISCIANO ,NA,ITALIA
M,20/04/2017,SCORDIA ,CT,ITALIA
M,21/08/2017,SCORDIA ,CT,ITALIA
F,21/08/2017,SCORDIA ,CT,ITALIA
F,21/08/2017,SCORDIA ,CT,ITALIA
M,05/09/2009,SCORRANO ,LE,ITALIA
M,20/06/2017,SCORRANO ,LE,ITALIA
F,24/06/2011,SCORZÈ ,VE,ITALIA
F,17/10/2019,SCORZÈ ,VE,ITALIA
M,24/06/2011,SCORZÈ ,VE,ITALIA
F,20/12/2016,SCORZÈ ,VE,ITALIA
M,26/10/2002,SECLÌ ,LE,ITALIA
M,06/09/2001,SEDEGLIANO ,UD,ITALIA
F,15/12/2011,SEDICO ,BL,ITALIA
M,09/05/2018,SEGNI ,RM,ITALIA
F,09/05/2018,SEGNI ,RM,ITALIA
M,09/05/2018,SEGNI ,RM,ITALIA
M,06/08/2010,SEGRATE ,MI,ITALIA
M,06/08/2010,SEGRATE ,MI,ITALIA
F,06/08/2010,SEGRATE ,MI,ITALIA
M,06/08/2010,SEGRATE ,MI,ITALIA
F,28/02/2004,SEGRATE ,MI,ITALIA
M,28/02/2004,SEGRATE ,MI,ITALIA
M,28/02/2004,SEGRATE ,MI,ITALIA
F,23/10/2000,SELARGIUS ,CA,ITALIA
F,24/09/2012,SELVAZZANO DENTRO ,PD,ITALIA
F,18/03/2015,SELVAZZANO DENTRO ,PD,ITALIA
M,23/12/2014,SELVAZZANO DENTRO ,PD,ITALIA
M,31/01/2004,SELVAZZANO DENTRO ,PD,ITALIA
M,18/09/2019,SENAGO ,MI,ITALIA
M,10/08/2020,SENEGAL,,SENEGAL
M,12/10/2017,SENEGAL,,SENEGAL
M,12/10/2017,SENEGAL,,SENEGAL
M,12/07/2017,SENEGAL,,SENEGAL
M,05/06/2013,SENEGAL,,SENEGAL
M,03/08/2020,SENEGAL,,SENEGAL
M,03/03/2016,SENEGAL,,SENEGAL
M,06/10/2015,SENEGAL,,SENEGAL
M,04/03/2016,SENEGAL,,SENEGAL
M,12/10/2017,SENEGAL,,SENEGAL
M,27/12/2018,SENEGAL,,SENEGAL
F,13/11/2010,SENEGAL,,SENEGAL
M,12/10/2017,SENEGAL,,SENEGAL
M,14/09/2016,SENEGAL,,SENEGAL
M,30/04/2012,SENEGAL,,SENEGAL
M,14/09/2016,SENEGAL,,SENEGAL
M,05/06/2001,SENIGALLIA ,AN,ITALIA
F,05/06/2001,SENIGALLIA ,AN,ITALIA
M,08/05/2010,SEQUALS ,PN,ITALIA
M,18/05/2005,SEQUALS ,PN,ITALIA
F,19/10/2016,SERBIA,,SERBIA
F,15/01/2011,SERBIA,,SERBIA
M,15/01/2011,SERBIA,,SERBIA
M,15/01/2011,SERBIA,,SERBIA
M,15/01/2011,SERBIA,,SERBIA
M,15/01/2011,SERBIA,,SERBIA
F,15/01/2011,SERBIA,,SERBIA
F,15/01/2011,SERBIA,,SERBIA
F,10/10/2020,SERBIA,,SERBIA
F,22/10/2009,SERBIA,,SERBIA
M,05/10/2007,SERBIA,,SERBIA
M,05/10/2007,SERBIA,,SERBIA
F,05/10/2007,SERBIA,,SERBIA
F,20/07/2007,SERBIA,,SERBIA
F,14/08/2012,SERBIA,,SERBIA
F,15/01/2011,SERBIA,,SERBIA
M,10/02/2011,SERBIA,,SERBIA
M,06/03/2012,SERBIA,,SERBIA
F,04/07/2019,SERBIA,,SERBIA
F,16/12/2013,SERBIA,,SERBIA
M,18/05/2011,SERBIA,,SERBIA
M,07/12/2007,SERBIA,,SERBIA
F,20/09/2007,SERBIA,,SERBIA
F,18/05/2011,SERBIA,,SERBIA
F,29/01/2009,SERBIA,,SERBIA
F,27/09/2007,SERBIA,,SERBIA
M,20/10/2007,SERBIA,,SERBIA
F,12/05/2008,SEREGNO ,MI,ITALIA
M,12/05/2008,SEREGNO ,MI,ITALIA
F,14/12/2017,SERMIDE ,MN,ITALIA
F,16/05/2014,SERMIDE ,MN,ITALIA
M,13/09/2013,SERMIDE ,MN,ITALIA
M,21/03/2014,SERNAGLIA DELLA BATTAGLIA ,TV,ITALIA
M,13/06/2002,SERNAGLIA DELLA BATTAGLIA ,TV,ITALIA
M,17/03/2004,SERNAGLIA DELLA BATTAGLIA ,TV,ITALIA
M,28/10/2004,SERNAGLIA DELLA BATTAGLIA ,TV,ITALIA
F,17/11/2008,SERNAGLIA DELLA BATTAGLIA ,TV,ITALIA
M,09/09/2005,SERRADIFALCO ,CL,ITALIA
M,09/09/2005,SERRADIFALCO ,CL,ITALIA
F,09/09/2005,SERRADIFALCO ,CL,ITALIA
F,02/12/2017,SERRASTRETTA ,CZ,ITALIA
M,02/10/2015,SERRASTRETTA ,CZ,ITALIA
F,15/07/2019,SERRONE ,FR,ITALIA
M,02/04/2019,SERRONE ,FR,ITALIA
F,28/07/2007,SESSA AURUNCA ,CE,ITALIA
F,15/12/2004,SESSA AURUNCA ,CE,ITALIA
F,23/09/2014,SESTO AL REGHENA ,PN,ITALIA
M,15/05/2019,SESTO AL REGHENA ,PN,ITALIA
M,15/05/2019,SESTO AL REGHENA ,PN,ITALIA
F,14/07/2008,SESTO AL REGHENA ,PN,ITALIA
M,03/05/2017,SESTO AL REGHENA ,PN,ITALIA
M,25/11/2010,SESTO AL REGHENA ,PN,ITALIA
M,23/02/2015,SESTO AL REGHENA ,PN,ITALIA
M,13/06/2018,SESTO AL REGHENA ,PN,ITALIA
M,13/06/2018,SESTO AL REGHENA ,PN,ITALIA
M,13/06/2018,SESTO AL REGHENA ,PN,ITALIA
F,13/01/2007,SESTO AL REGHENA ,PN,ITALIA
F,26/03/2013,SESTO AL REGHENA ,PN,ITALIA
M,04/06/2005,SESTO AL REGHENA ,PN,ITALIA
F,05/01/2009,SESTO AL REGHENA ,PN,ITALIA
F,05/09/2020,SESTO AL REGHENA ,PN,ITALIA
F,19/02/2018,SESTO AL REGHENA ,PN,ITALIA
F,13/03/2017,SESTO AL REGHENA ,PN,ITALIA
M,14/08/2018,SESTO AL REGHENA ,PN,ITALIA
F,03/01/2005,SESTO AL REGHENA ,PN,ITALIA
F,07/08/2018,SESTO AL REGHENA ,PN,ITALIA
F,19/09/2007,SESTO AL REGHENA ,PN,ITALIA
F,23/12/2005,SESTO AL REGHENA ,PN,ITALIA
M,28/10/2002,SESTO AL REGHENA ,PN,ITALIA
F,29/07/2003,SESTO AL REGHENA ,PN,ITALIA
F,19/01/2008,SESTO AL REGHENA ,PN,ITALIA
M,25/03/2016,SESTO AL REGHENA ,PN,ITALIA
M,16/07/2016,SESTO AL REGHENA ,PN,ITALIA
M,05/01/2011,SESTO AL REGHENA ,PN,ITALIA
M,16/07/2016,SESTO AL REGHENA ,PN,ITALIA
F,05/01/2011,SESTO AL REGHENA ,PN,ITALIA
F,16/07/2016,SESTO AL REGHENA ,PN,ITALIA
F,15/05/2019,SESTO AL REGHENA ,PN,ITALIA
M,12/03/2003,SESTO AL REGHENA ,PN,ITALIA
F,26/01/2019,SESTO AL REGHENA ,PN,ITALIA
M,13/01/2016,SESTO AL REGHENA ,PN,ITALIA
M,03/06/2016,SESTO AL REGHENA ,PN,ITALIA
M,05/01/2009,SESTO AL REGHENA ,PN,ITALIA
F,24/01/2013,SESTO AL REGHENA ,PN,ITALIA
F,08/10/2018,SESTO AL REGHENA ,PN,ITALIA
F,09/07/2007,SESTO AL REGHENA ,PN,ITALIA
M,10/05/2006,SESTO AL REGHENA ,PN,ITALIA
M,19/02/2018,SESTO AL REGHENA ,PN,ITALIA
M,19/02/2018,SESTO AL REGHENA ,PN,ITALIA
M,19/02/2018,SESTO AL REGHENA ,PN,ITALIA
M,19/02/2018,SESTO AL REGHENA ,PN,ITALIA
F,05/03/2010,SESTO AL REGHENA ,PN,ITALIA
F,26/01/2007,SESTO AL REGHENA ,PN,ITALIA
F,15/12/2017,SESTO AL REGHENA ,PN,ITALIA
F,06/09/2005,SESTO AL REGHENA ,PN,ITALIA
F,26/06/2009,SESTO AL REGHENA ,PN,ITALIA
M,04/02/2020,SESTO AL REGHENA ,PN,ITALIA
F,12/08/2010,SESTO AL REGHENA ,PN,ITALIA
F,04/07/2005,SESTO AL REGHENA ,PN,ITALIA
F,18/08/2017,SESTO AL REGHENA ,PN,ITALIA
M,07/08/2018,SESTO AL REGHENA ,PN,ITALIA
M,13/04/2000,SESTO AL REGHENA ,PN,ITALIA
F,07/11/2000,SESTO AL REGHENA ,PN,ITALIA
M,16/04/2011,SESTO AL REGHENA ,PN,ITALIA
F,16/12/2005,SESTO AL REGHENA ,PN,ITALIA
F,04/12/2019,SESTO AL REGHENA ,PN,ITALIA
M,27/08/2007,SESTO AL REGHENA ,PN,ITALIA
F,13/01/2016,SESTO AL REGHENA ,PN,ITALIA
F,01/10/2018,SESTO AL REGHENA ,PN,ITALIA
M,13/01/2020,SESTO AL REGHENA ,PN,ITALIA
F,02/11/2007,SESTO AL REGHENA ,PN,ITALIA
M,07/08/2018,SESTO AL REGHENA ,PN,ITALIA
F,22/08/2019,SESTO AL REGHENA ,PN,ITALIA
F,02/02/2011,SESTO AL REGHENA ,PN,ITALIA
F,20/08/2012,SESTO AL REGHENA ,PN,ITALIA
M,26/08/2005,SESTO AL REGHENA ,PN,ITALIA
F,01/06/2001,SESTO AL REGHENA ,PN,ITALIA
F,30/12/2006,SESTO AL REGHENA ,PN,ITALIA
F,08/03/2014,SESTO AL REGHENA ,PN,ITALIA
M,18/04/2016,SESTO AL REGHENA ,PN,ITALIA
F,23/11/2015,SESTO AL REGHENA ,PN,ITALIA
F,03/01/2009,SESTO AL REGHENA ,PN,ITALIA
M,20/09/2010,SESTO AL REGHENA ,PN,ITALIA
M,06/04/2019,SESTO AL REGHENA ,PN,ITALIA
M,20/01/2014,SESTO AL REGHENA ,PN,ITALIA
M,13/05/2008,SESTO AL REGHENA ,PN,ITALIA
F,05/11/2014,SESTO AL REGHENA ,PN,ITALIA
F,18/08/2017,SESTO AL REGHENA ,PN,ITALIA
F,19/06/2008,SESTO AL REGHENA ,PN,ITALIA
M,28/04/2001,SESTO AL REGHENA ,PN,ITALIA
F,31/01/2005,SESTO AL REGHENA ,PN,ITALIA
F,31/01/2005,SESTO AL REGHENA ,PN,ITALIA
F,06/10/2009,SESTO AL REGHENA ,PN,ITALIA
F,06/10/2003,SESTO AL REGHENA ,PN,ITALIA
F,26/04/2000,SESTO AL REGHENA ,PN,ITALIA
F,05/06/2020,SESTO AL REGHENA ,PN,ITALIA
F,19/12/2008,SESTO AL REGHENA ,PN,ITALIA
F,21/09/2012,SESTO AL REGHENA ,PN,ITALIA
F,31/01/2005,SESTO AL REGHENA ,PN,ITALIA
F,02/08/2019,SESTO AL REGHENA ,PN,ITALIA
F,03/05/2017,SESTO AL REGHENA ,PN,ITALIA
M,02/08/2019,SESTO AL REGHENA ,PN,ITALIA
M,27/06/2000,SESTO AL REGHENA ,PN,ITALIA
F,18/11/2015,SESTO AL REGHENA ,PN,ITALIA
F,05/10/2005,SESTO AL REGHENA ,PN,ITALIA
M,27/11/2012,SESTO AL REGHENA ,PN,ITALIA
M,05/09/2020,SESTO AL REGHENA ,PN,ITALIA
M,05/09/2020,SESTO AL REGHENA ,PN,ITALIA
F,05/09/2020,SESTO AL REGHENA ,PN,ITALIA
M,11/01/2020,SESTO AL REGHENA ,PN,ITALIA
M,24/06/2014,SESTO AL REGHENA ,PN,ITALIA
M,24/06/2014,SESTO AL REGHENA ,PN,ITALIA
M,21/04/2017,SESTO AL REGHENA ,PN,ITALIA
M,07/11/2000,SESTO AL REGHENA ,PN,ITALIA
M,07/11/2000,SESTO AL REGHENA ,PN,ITALIA
F,07/01/2011,SESTO AL REGHENA ,PN,ITALIA
M,07/01/2011,SESTO AL REGHENA ,PN,ITALIA
F,01/12/1999,SESTO AL REGHENA ,PN,ITALIA
F,20/01/2020,SESTO AL REGHENA ,PN,ITALIA
M,16/09/2017,SESTO AL REGHENA ,PN,ITALIA
M,23/01/2020,SESTO AL REGHENA ,PN,ITALIA
F,29/07/2003,SESTO AL REGHENA ,PN,ITALIA
M,20/08/2001,SESTO AL REGHENA ,PN,ITALIA
F,23/09/2014,SESTO AL REGHENA ,PN,ITALIA
F,23/09/2014,SESTO AL REGHENA ,PN,ITALIA
F,24/06/2014,SESTO AL REGHENA ,PN,ITALIA
F,10/03/2000,SESTO AL REGHENA ,PN,ITALIA
F,20/01/2020,SESTO AL REGHENA ,PN,ITALIA
M,20/01/2020,SESTO AL REGHENA ,PN,ITALIA
M,23/02/2008,SESTO AL REGHENA ,PN,ITALIA
M,10/03/2000,SESTO AL REGHENA ,PN,ITALIA
M,10/03/2000,SESTO AL REGHENA ,PN,ITALIA
M,05/11/2002,SESTO AL REGHENA ,PN,ITALIA
M,05/10/2002,SESTO AL REGHENA ,PN,ITALIA
F,18/03/2011,SESTO AL REGHENA ,PN,ITALIA
F,03/10/2000,SESTO AL REGHENA ,PN,ITALIA
F,27/04/2009,SESTO AL REGHENA ,PN,ITALIA
F,04/11/2015,SESTO AL REGHENA ,PN,ITALIA
M,19/06/2017,SESTO AL REGHENA ,PN,ITALIA
M,12/08/2010,SESTO AL REGHENA ,PN,ITALIA
M,06/08/2003,SESTO AL REGHENA ,PN,ITALIA
M,06/08/2003,SESTO AL REGHENA ,PN,ITALIA
M,09/05/2017,SESTO AL REGHENA ,PN,ITALIA
F,03/02/2014,SESTO AL REGHENA ,PN,ITALIA
F,31/08/2018,SESTO AL REGHENA ,PN,ITALIA
F,19/06/2017,SESTO AL REGHENA ,PN,ITALIA
F,31/01/2005,SESTO AL REGHENA ,PN,ITALIA
M,10/02/2016,SESTO AL REGHENA ,PN,ITALIA
F,13/06/2018,SESTO AL REGHENA ,PN,ITALIA
M,07/09/2019,SESTO AL REGHENA ,PN,ITALIA
F,07/01/2011,SESTO AL REGHENA ,PN,ITALIA
F,05/04/2006,SESTO AL REGHENA ,PN,ITALIA
M,02/12/2006,SESTO AL REGHENA ,PN,ITALIA
M,07/02/2000,SESTO AL REGHENA ,PN,ITALIA
M,17/06/2002,SESTO AL REGHENA ,PN,ITALIA
F,01/06/2010,SESTO AL REGHENA ,PN,ITALIA
F,05/04/2018,SESTO AL REGHENA ,PN,ITALIA
F,01/06/2009,SESTO AL REGHENA ,PN,ITALIA
M,28/04/2000,SESTO AL REGHENA ,PN,ITALIA
M,11/08/2017,SESTO AL REGHENA ,PN,ITALIA
M,04/12/2004,SESTO AL REGHENA ,PN,ITALIA
F,06/09/2005,SESTO AL REGHENA ,PN,ITALIA
F,03/02/2014,SESTO AL REGHENA ,PN,ITALIA
M,05/09/2013,SESTO AL REGHENA ,PN,ITALIA
F,20/02/2016,SESTO AL REGHENA ,PN,ITALIA
M,02/07/2014,SESTO AL REGHENA ,PN,ITALIA
M,21/06/2010,SESTO AL REGHENA ,PN,ITALIA
M,18/01/2013,SESTO AL REGHENA ,PN,ITALIA
F,16/07/2016,SESTO AL REGHENA ,PN,ITALIA
F,20/01/2020,SESTO AL REGHENA ,PN,ITALIA
M,06/05/2017,SESTO AL REGHENA ,PN,ITALIA
M,13/09/2002,SESTO AL REGHENA ,PN,ITALIA
F,01/08/2018,SESTO AL REGHENA ,PN,ITALIA
F,05/11/2014,SESTO AL REGHENA ,PN,ITALIA
M,05/11/2014,SESTO AL REGHENA ,PN,ITALIA
M,05/11/2014,SESTO AL REGHENA ,PN,ITALIA
F,19/04/2012,SESTO AL REGHENA ,PN,ITALIA
M,13/01/2009,SESTO AL REGHENA ,PN,ITALIA
M,23/11/2015,SESTO AL REGHENA ,PN,ITALIA
M,16/03/2016,SESTO AL REGHENA ,PN,ITALIA
M,23/11/2015,SESTO AL REGHENA ,PN,ITALIA
M,19/01/2009,SESTO AL REGHENA ,PN,ITALIA
M,28/06/2010,SESTO AL REGHENA ,PN,ITALIA
M,27/01/2015,SESTO AL REGHENA ,PN,ITALIA
F,21/06/2010,SESTO AL REGHENA ,PN,ITALIA
F,18/01/2013,SESTO AL REGHENA ,PN,ITALIA
F,04/02/2020,SESTO AL REGHENA ,PN,ITALIA
M,29/04/2015,SESTO AL REGHENA ,PN,ITALIA
F,21/06/2003,SESTO AL REGHENA ,PN,ITALIA
M,13/09/2002,SESTO AL REGHENA ,PN,ITALIA
F,04/12/2019,SESTO AL REGHENA ,PN,ITALIA
F,22/07/2014,SESTO AL REGHENA ,PN,ITALIA
F,09/07/2019,SESTO AL REGHENA ,PN,ITALIA
M,09/07/2019,SESTO AL REGHENA ,PN,ITALIA
M,20/10/2008,SESTO AL REGHENA ,PN,ITALIA
M,24/06/2004,SESTO CALENDE ,VA,ITALIA
M,02/06/2000,SESTO CALENDE ,VA,ITALIA
F,29/06/2018,SESTO FIORENTINO ,FI,ITALIA
M,24/08/2001,SESTO FIORENTINO ,FI,ITALIA
M,29/01/2008,SESTO SAN GIOVANNI ,MI,ITALIA
M,28/05/2009,SESTO SAN GIOVANNI ,MI,ITALIA
F,27/09/2003,SESTO SAN GIOVANNI ,MI,ITALIA
M,08/01/2000,SESTRIERE ,TO,ITALIA
M,20/10/2012,SETTIME ,AT,ITALIA
M,05/05/2004,SGONICO ,TS,ITALIA
F,30/04/2001,SIANO ,SA,ITALIA
F,13/07/2012,SIANO ,SA,ITALIA
M,29/03/2016,SIANO ,SA,ITALIA
F,30/04/2001,SIANO ,SA,ITALIA
F,15/02/2014,SICIGNANO DEGLI ALBURNI ,SA,ITALIA
M,09/11/2006,SIENA ,SI,ITALIA
F,26/01/2012,SIENA ,SI,ITALIA
M,19/09/2016,SIERRA LEONE,,SIERRA LEONE
M,31/05/2018,SIERRA LEONE,,SIERRA LEONE
M,20/08/2002,SILANDRO ,BZ,ITALIA
F,10/08/2009,SILEA ,TV,ITALIA
M,01/08/2012,SILEA ,TV,ITALIA
F,10/11/2001,SILEA ,TV,ITALIA
F,02/03/2019,SILEA ,TV,ITALIA
F,01/08/2012,SILEA ,TV,ITALIA
F,19/03/2008,SILEA ,TV,ITALIA
F,08/05/2006,SILEA ,TV,ITALIA
M,12/10/2013,SILEA ,TV,ITALIA
M,10/11/2001,SILEA ,TV,ITALIA
M,10/11/2001,SILEA ,TV,ITALIA
F,08/01/2001,SIRACUSA ,SR,ITALIA
M,05/09/2005,SIRACUSA ,SR,ITALIA
M,08/01/2001,SIRACUSA ,SR,ITALIA
F,06/11/2019,SIRACUSA ,SR,ITALIA
F,09/03/2020,SIRACUSA ,SR,ITALIA
M,08/07/2006,SIRIA,,SIRIA
F,31/05/2016,SIRIA,,SIRIA
F,17/09/2019,SIRIGNANO ,AV,ITALIA
M,16/05/2019,SIRMIONE ,BS,ITALIA
F,03/08/2005,SLOVACCHIA,,SLOVACCHIA
F,05/09/2011,SLOVACCHIA,,SLOVACCHIA
M,08/03/2005,SLOVACCHIA,,SLOVACCHIA
M,17/10/2003,SLOVACCHIA,,SLOVACCHIA
M,23/09/2009,SLOVACCHIA,,SLOVACCHIA
F,21/01/2008,SLOVACCHIA,,SLOVACCHIA
M,03/08/2005,SLOVACCHIA,,SLOVACCHIA
F,26/05/2009,SLOVACCHIA,,SLOVACCHIA
F,12/06/2015,SLOVACCHIA,,SLOVACCHIA
F,13/06/2003,SLOVACCHIA,,SLOVACCHIA
F,29/12/2011,SLOVACCHIA,,SLOVACCHIA
F,09/05/2007,SLOVACCHIA,,SLOVACCHIA
F,26/11/2001,SLOVACCHIA,,SLOVACCHIA
F,29/01/2007,SLOVACCHIA,,SLOVACCHIA
F,21/03/2003,SLOVACCHIA,,SLOVACCHIA
F,12/05/2000,SLOVACCHIA,,SLOVACCHIA
F,08/02/2006,SLOVENIA,,SLOVENIA
M,03/04/2019,SLOVENIA,,SLOVENIA
M,12/01/2000,SLOVENIA,,SLOVENIA
M,16/12/2010,SLOVENIA,,SLOVENIA
M,16/02/2005,SLOVENIA,,SLOVENIA
M,17/08/2007,SLOVENIA,,SLOVENIA
M,16/02/2005,SLOVENIA,,SLOVENIA
M,23/07/2010,SLOVENIA,,SLOVENIA
M,15/09/2006,SLOVENIA,,SLOVENIA
M,09/07/2008,SLOVENIA,,SLOVENIA
M,09/07/2008,SLOVENIA,,SLOVENIA
M,09/07/2008,SLOVENIA,,SLOVENIA
M,14/09/2006,SLOVENIA,,SLOVENIA
M,15/03/2019,SLOVENIA,,SLOVENIA
M,01/12/2008,SLOVENIA,,SLOVENIA
M,15/09/2006,SLOVENIA,,SLOVENIA
M,11/02/2009,SLOVENIA,,SLOVENIA
M,14/09/2006,SLOVENIA,,SLOVENIA
M,15/09/2006,SLOVENIA,,SLOVENIA
M,09/07/2008,SLOVENIA,,SLOVENIA
M,14/09/2006,SLOVENIA,,SLOVENIA
M,16/03/2005,SLOVENIA,,SLOVENIA
M,13/11/2008,SLOVENIA,,SLOVENIA
M,03/09/2001,SLOVENIA,,SLOVENIA
F,20/06/2002,SLOVENIA,,SLOVENIA
M,06/07/2002,SLOVENIA,,SLOVENIA
F,20/06/2002,SLOVENIA,,SLOVENIA
M,15/09/2006,SLOVENIA,,SLOVENIA
M,09/07/2008,SLOVENIA,,SLOVENIA
M,12/07/2010,SOLARO ,MI,ITALIA
F,12/07/2010,SOLARO ,MI,ITALIA
F,12/07/2010,SOLARO ,MI,ITALIA
M,19/01/2000,SOLESINO ,PD,ITALIA
M,10/07/2010,SOLOPACA ,BN,ITALIA
F,15/11/2006,SOLZA ,BG,ITALIA
M,16/09/2016,SOMALIA,,SOMALIA
M,16/09/2016,SOMALIA,,SOMALIA
M,16/09/2016,SOMALIA,,SOMALIA
M,16/09/2016,SOMALIA,,SOMALIA
M,18/01/2000,SOMMA VESUVIANA ,NA,ITALIA
F,04/10/2004,SOMMA VESUVIANA ,NA,ITALIA
M,04/10/2004,SOMMA VESUVIANA ,NA,ITALIA
M,04/10/2004,SOMMA VESUVIANA ,NA,ITALIA
M,04/10/2004,SOMMA VESUVIANA ,NA,ITALIA
M,11/02/2016,SOMMA VESUVIANA ,NA,ITALIA
F,12/09/2005,SOMMA VESUVIANA ,NA,ITALIA
F,22/06/2006,SOMMA VESUVIANA ,NA,ITALIA
F,13/02/2017,SONDALO ,SO,ITALIA
F,27/04/2007,SONDRIO ,SO,ITALIA
F,04/01/2005,SONNINO ,LT,ITALIA
F,09/01/2006,SORANO ,GR,ITALIA
M,12/06/2020,SORBO SERPICO ,AV,ITALIA
M,20/07/2017,SORESINA ,CR,ITALIA
F,07/07/2017,SPAGNA,,SPAGNA
M,29/11/2019,SPAGNA,,SPAGNA
F,24/12/2013,SPAGNA,,SPAGNA
F,09/08/2005,SPAGNA,,SPAGNA
M,19/10/2005,SPAGNA,,SPAGNA
F,03/09/2007,SPAGNA,,SPAGNA
F,03/09/2007,SPAGNA,,SPAGNA
F,03/09/2007,SPAGNA,,SPAGNA
F,13/09/2013,SPAGNA,,SPAGNA
F,24/06/2004,SPAGNA,,SPAGNA
F,20/12/2005,SPAGNA,,SPAGNA
F,26/02/2018,SPAGNA,,SPAGNA
M,07/08/2019,SPAGNA,,SPAGNA
M,25/03/2008,SPAGNA,,SPAGNA
M,07/02/2013,SPAGNA,,SPAGNA
F,10/01/2012,SPAGNA,,SPAGNA
F,25/10/2002,SPARANISE ,CE,ITALIA
M,25/10/2002,SPARANISE ,CE,ITALIA
F,18/01/2006,SPARANISE ,CE,ITALIA
M,10/02/2003,SPARANISE ,CE,ITALIA
F,25/10/2002,SPARANISE ,CE,ITALIA
M,18/01/2006,SPARANISE ,CE,ITALIA
F,18/01/2006,SPARANISE ,CE,ITALIA
F,23/02/2006,SPECCHIA ,LE,ITALIA
F,26/09/2001,SPERLONGA ,LT,ITALIA
M,26/09/2001,SPERLONGA ,LT,ITALIA
F,26/09/2001,SPERLONGA ,LT,ITALIA
F,26/09/2001,SPERLONGA ,LT,ITALIA
F,26/09/2001,SPERLONGA ,LT,ITALIA
M,26/09/2001,SPERLONGA ,LT,ITALIA
F,23/04/2016,SPILIMBERGO ,PN,ITALIA
M,16/07/2010,SPILIMBERGO ,PN,ITALIA
M,11/05/2000,SPILIMBERGO ,PN,ITALIA
M,13/10/2020,SPILIMBERGO ,PN,ITALIA
F,22/08/2007,SPILIMBERGO ,PN,ITALIA
F,09/04/2003,SPILIMBERGO ,PN,ITALIA
M,21/02/2001,SPILIMBERGO ,PN,ITALIA
M,22/08/2007,SPILIMBERGO ,PN,ITALIA
M,22/08/2007,SPILIMBERGO ,PN,ITALIA
M,13/03/2007,SPILIMBERGO ,PN,ITALIA
M,10/02/2012,SPILIMBERGO ,PN,ITALIA
F,22/03/2014,SPILIMBERGO ,PN,ITALIA
M,24/12/2013,SPILIMBERGO ,PN,ITALIA
F,06/04/2009,SPILIMBERGO ,PN,ITALIA
M,12/11/2015,SPILIMBERGO ,PN,ITALIA
M,14/11/2018,SPILIMBERGO ,PN,ITALIA
F,23/06/2012,SPILIMBERGO ,PN,ITALIA
F,30/05/2011,SPILIMBERGO ,PN,ITALIA
M,19/01/2008,SPILIMBERGO ,PN,ITALIA
M,19/01/2008,SPILIMBERGO ,PN,ITALIA
M,23/09/2002,SPILIMBERGO ,PN,ITALIA
M,27/12/2000,SPILIMBERGO ,PN,ITALIA
M,26/07/2013,SPILIMBERGO ,PN,ITALIA
M,04/05/2018,SPINEA ,VE,ITALIA
F,01/04/2000,SPINEA ,VE,ITALIA
F,28/06/2006,SPINEA ,VE,ITALIA
F,11/12/2001,SPINEA ,VE,ITALIA
M,19/02/2002,SPINEA ,VE,ITALIA
F,19/02/2002,SPINEA ,VE,ITALIA
M,27/10/2005,SPINEA ,VE,ITALIA
M,26/02/2004,SPINEA ,VE,ITALIA
M,27/09/2000,SPINEA ,VE,ITALIA
F,28/06/2006,SPINEA ,VE,ITALIA
M,28/06/2006,SPINEA ,VE,ITALIA
M,01/04/2000,SPINEA ,VE,ITALIA
M,08/10/2002,SPINEA ,VE,ITALIA
F,26/02/2004,SPINEA ,VE,ITALIA
F,04/05/2018,SPINEA ,VE,ITALIA
F,03/10/2003,SPINEA ,VE,ITALIA
F,02/03/2015,SPONGANO ,LE,ITALIA
F,02/07/2010,SPRESIANO ,TV,ITALIA
M,09/12/2009,SPRESIANO ,TV,ITALIA
M,02/07/2010,SPRESIANO ,TV,ITALIA
F,19/04/2014,SPRESIANO ,TV,ITALIA
M,28/01/2010,SPRESIANO ,TV,ITALIA
F,31/05/2008,SPRESIANO ,TV,ITALIA
M,11/04/2005,SPRESIANO ,TV,ITALIA
M,11/08/2008,SPRESIANO ,TV,ITALIA
F,19/04/2014,SPRESIANO ,TV,ITALIA
F,24/06/2019,SRI LANKA,,SRI LANKA
M,13/12/2012,SRI LANKA,,SRI LANKA
F,13/12/2012,SRI LANKA,,SRI LANKA
M,06/07/2020,SRI LANKA,,SRI LANKA
M,03/09/2001,SRI LANKA,,SRI LANKA
M,22/02/2012,SRI LANKA,,SRI LANKA
M,15/03/2000,SRI LANKA,,SRI LANKA
F,23/09/2011,SRI LANKA,,SRI LANKA
F,24/09/2007,SRI LANKA,,SRI LANKA
F,13/12/2012,SRI LANKA,,SRI LANKA
F,12/03/2019,SRI LANKA,,SRI LANKA
F,12/02/2014,STALETTÌ ,CZ,ITALIA
M,23/11/2013,STANGHELLA ,PD,ITALIA
F,11/12/2001,STARANZANO ,GO,ITALIA
