DATA ISCRIZIONE,DESCRIZIONE COMUNE PROVENIENZA,SIGLA PROVINCIA PROVENIENZA,STATO ESTERO DI PROVENIENZA
24/07/13,PORTOGRUARO,VE,
13/12/14,SAN DONÀ DI PIAVE,VE,
13/03/13,SAN VITO AL TAGLIAMENTO,PN,
25/03/13,LATISANA,UD,
27/03/13,TRIESTE,TS,
18/08/20,LIGNANO SABBIADORO,UD,
10/04/13,PRATA DI PORDENONE,PN,
30/03/13,LATISANA,UD,
05/04/13,MILANO,MI,
05/04/13,SAN VITO AL TAGLIAMENTO,PN,
05/04/13,PORTOGRUARO,VE,
09/04/13,LATISANA,UD,
09/04/13,LATISANA,UD,
09/04/13,LATISANA,UD,
02/12/19,VENEZIA,VE,
10/04/13,PRATA DI PORDENONE,PN,
12/04/13,SARMEDE,TV,
08/04/13,PORTOGRUARO,VE,
18/04/13,SCORZÈ,VE,
18/04/13,LATISANA,UD,
18/04/13,LATISANA,UD,
18/04/13,LATISANA,UD,
18/04/13,LATISANA,UD,
20/04/13,CESSALTO,TV,
19/04/13,LATISANA,UD,
22/04/13,SLOVACCHIA,,SLOVACCHIA
23/04/13,PORTOGRUARO,VE,
29/04/13,LATISANA,UD,
30/04/13,CAMPORGIANO,LU,
04/05/13,PAVIA DI UDINE,UD,
19/02/19,PRECENICCO,UD,
05/05/13,LATISANA,UD,
03/05/17,CINA POPOLARE,,REPUBBLICA POPOLARE CINESE
09/05/13,TRIESTE,TS,
05/05/13,LATISANA,UD,
06/05/13,UDINE,UD,
21/05/13,,,
09/03/18,ALTIVOLE,TV,
28/05/13,CONCORDIA SAGITTARIA,VE,
29/05/13,ALBANIA,,ALBANIA
27/05/13,LATISANA,UD,
30/05/13,DECOLLATURA,CZ,
31/05/13,ETIOPIA,,ETIOPIA
07/06/13,PADOVA,PD,
29/05/13,LATISANA,UD,
28/05/13,LATISANA,UD,
20/02/18,CONCORDIA SAGITTARIA,VE,
06/06/13,ALBANIA,,ALBANIA
07/06/13,SAN POLO DI PIAVE,TV,
07/06/13,PADOVA,PD,
10/06/13,BARBERINO DI MUGELLO,FI,
07/06/13,LATISANA,UD,
11/06/13,ROMANIA,,ROMANIA
10/06/13,LATISANA,UD,
24/06/13,VERONA,VR,
25/06/13,TRIESTE,TS,
25/06/13,TRIESTE,TS,
04/07/13,ALBANIA,,ALBANIA
06/07/13,MUZZANA DEL TURGNANO,UD,
21/01/19,MESSICO,,MESSICO
05/07/13,SAN VITO AL TAGLIAMENTO,PN,
13/05/19,MESSICO,,MESSICO
08/07/13,SLOVACCHIA,,SLOVACCHIA
29/06/13,PORTOGRUARO,VE,
02/12/14,POSTAL,BZ,
12/07/13,PORTOGRUARO,VE,
08/07/13,LATISANA,UD,
12/07/13,LATISANA,UD,
15/07/13,SAN VITO AL TAGLIAMENTO,PN,
22/11/17,,,
19/07/13,ABANO TERME,PD,
01/04/16,TRADATE,VA,
19/07/13,UNGHERIA,,UNGHERIA
31/07/13,LATISANA,UD,
02/08/13,LATISANA,UD,
25/07/13,LATISANA,UD,
21/08/19,LIGNANO SABBIADORO,UD,
12/08/13,FRANCIA,,FRANCIA
15/08/13,LATISANA,UD,
10/08/13,LATISANA,UD,
16/08/13,UDINE,UD,
21/08/13,MIRA,VE,
20/08/13,LATISANA,UD,
31/08/13,REPUBBLICA CECAERRATO,,REPUBBLICA CECA
23/08/13,SAN VITO AL TAGLIAMENTO,PN,
05/09/13,LATISANA,UD,
14/09/13,LATISANA,UD,
12/09/13,LATISANA,UD,
17/09/13,PORTOGRUARO,VE,
17/09/13,PORTOGRUARO,VE,
19/09/13,LATISANA,UD,
20/09/13,ALBANIA,,ALBANIA
18/10/13,SANT'ANGELO DI PIOVE DI SACCO,PD,
23/09/13,UDINE,UD,
26/09/13,SAN VITO AL TAGLIAMENTO,PN,
28/09/13,LATISANA,UD,
06/10/13,LATISANA,UD,
08/10/13,LATISANA,UD,
15/10/13,LATISANA,UD,
19/10/13,CODOGNÈ,TV,
21/10/13,FOSSALTA DI PORTOGRUARO,VE,
21/10/13,FOSSALTA DI PORTOGRUARO,VE,
21/10/13,LATISANA,UD,
27/10/13,SAN VITO AL TAGLIAMENTO,PN,
31/10/13,PORTOGRUARO,VE,
07/11/13,PORTOGRUARO,VE,
08/11/13,SAN VITO AL TAGLIAMENTO,PN,
07/11/13,LATISANA,UD,
05/11/13,LATISANA,UD,
12/11/13,PORTOGRUARO,VE,
20/11/13,LATISANA,UD,
11/06/18,POZZUOLO DEL FRIULI,UD,
26/11/13,PALAZZOLO DELLO STELLA,UD,
26/11/13,LATISANA,UD,
27/11/13,LATISANA,UD,
02/12/13,LATISANA,UD,
04/12/13,PORTOGRUARO,VE,
04/12/13,PORTOGRUARO,VE,
08/12/13,LATISANA,UD,
04/12/13,LATISANA,UD,
10/12/13,SAN VITO AL TAGLIAMENTO,PN,
10/12/13,SAN VITO AL TAGLIAMENTO,PN,
17/12/13,GORGO AL MONTICANO,TV,
16/12/13,UDINE,UD,
23/12/13,CORDOVADO,PN,
21/12/13,LATISANA,UD,
03/01/14,AZZANO DECIMO,PN,
29/12/13,SAN VITO AL TAGLIAMENTO,PN,
03/01/14,CARRARA,MS,
03/01/14,LATISANA,UD,
08/01/14,PADOVA,PD,
08/01/14,CONCORDIA SAGITTARIA,VE,
13/01/14,COSTA D'AVORIO,,COSTA D'AVORIO
20/01/14,FOSSALTA DI PORTOGRUARO,VE,
19/01/14,PORTOGRUARO,VE,
27/01/14,PORDENONE,PN,
27/01/14,POGGIO A CAIANO,PO,
18/07/14,MONFALCONE,GO,
17/06/14,LATISANA,UD,
31/01/14,UCRAINA,,UCRAINA
30/01/14,LATISANA,UD,
23/04/14,ROMANIA,,ROMANIA
03/02/14,BELLUNO,BL,
04/02/14,MANZANO,UD,
05/02/14,LATISANA,UD,
07/02/14,AZZANO DECIMO,PN,
23/09/16,CONCORDIA SAGITTARIA,VE,
06/02/14,PORTOGRUARO,VE,
12/02/14,CASTIONS DI STRADA,UD,
12/02/14,PORTOGRUARO,VE,
24/02/14,ALBANIA,,ALBANIA
24/02/14,ALBANIA,,ALBANIA
28/02/14,SUSEGANA,TV,
28/02/14,UCRAINA,,UCRAINA
24/02/14,LATISANA,UD,
06/03/14,ROMA,RM,
06/03/14,LATISANA,UD,
12/03/14,COLLE DI VAL D'ELSA,SI,
12/03/14,COLLE DI VAL D'ELSA,SI,
12/03/14,COLLE DI VAL D'ELSA,SI,
13/03/14,CINTO CAOMAGGIORE,VE,
07/04/14,ARZENE,PN,
05/11/18,,,
22/03/14,LATISANA,UD,
27/03/14,FOSSALTA DI PORTOGRUARO,VE,
29/03/14,PALAZZOLO DELLO STELLA,UD,
05/11/16,LATISANA,UD,
24/03/15,MIRA,VE,
07/04/14,MOTTA DI LIVENZA,TV,
08/04/14,CIVIDALE DEL FRIULI,UD,
10/04/14,PONTE DI PIAVE,TV,
18/04/14,MAROCCO,,MAROCCO
18/04/14,PORTOGRUARO,VE,
18/04/14,PORTOGRUARO,VE,
18/04/14,PORTOGRUARO,VE,
16/04/14,LATISANA,UD,
22/04/14,MODENA,MO,
18/04/14,PORTOGRUARO,VE,
23/04/14,ROMANIA,,ROMANIA
23/04/14,ROMANIA,,ROMANIA
24/08/16,TORINO,TO,
24/04/14,LATISANA,UD,
29/04/14,LATISANA,UD,
26/04/14,LATISANA,UD,
02/05/14,UDINE,UD,
09/05/14,PORTOGRUARO,VE,
12/05/14,CROAZIA,,CROAZIA
12/05/14,ALBANIA,,ALBANIA
12/05/14,LATISANA,UD,
13/05/14,LATISANA,UD,
21/12/15,SALZANO,VE,
17/05/14,CAORLE,VE,
10/07/15,PORTOGRUARO,VE,
20/05/14,FOSSALTA DI PORTOGRUARO,VE,
21/07/14,PORTOGRUARO,VE,
15/06/16,TRIESTE,TS,
26/05/14,ROMANIA,,ROMANIA
11/09/15,EGITTO,,EGITTO
16/05/14,LATISANA,UD,
05/05/20,PORDENONE,PN,
30/05/14,ALBANIA,,ALBANIA
30/05/14,UDINE,UD,
29/05/14,PORTOGRUARO,VE,
29/05/14,PORTOGRUARO,VE,
03/06/14,PRATA DI PORDENONE,PN,
03/06/14,MONTICHIARI,BS,
24/04/17,MANZANO,UD,
03/12/18,PORTOGRUARO,VE,
13/10/14,BRASILE,,BRASILE
17/06/14,LATISANA,UD,
17/06/14,LATISANA,UD,
17/06/14,SAN VITO AL TAGLIAMENTO,PN,
23/06/14,NAPOLI,NA,
23/06/14,TORRE DI MOSTO,VE,
23/06/14,MAROCCO,,MAROCCO
30/06/14,LATISANA,UD,
30/06/14,GERMANIA,,GERMANIA
30/06/14,ERACLEA,VE,
30/06/14,ERACLEA,VE,
27/06/14,LATISANA,UD,
02/07/14,VIGONOVO,VE,
23/04/14,LATISANA,UD,
11/07/14,CERVIGNANO DEL FRIULI,UD,
02/07/19,PORTOGRUARO,VE,
11/07/14,CERVIGNANO DEL FRIULI,UD,
14/07/14,LATISANA,UD,
25/05/18,LIGNANO SABBIADORO,UD,
15/02/17,CROAZIA,,CROAZIA
17/07/14,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
17/07/14,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
17/07/14,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
17/07/14,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
15/07/14,LATISANA,UD,
15/07/14,SAN VITO AL TAGLIAMENTO,PN,
26/07/14,FOSSALTA DI PORTOGRUARO,VE,
31/07/14,RUDA,UD,
03/07/15,FIUME VENETO,PN,
04/08/14,MARANO LAGUNARE,UD,
03/08/14,LATISANA,UD,
28/07/14,LATISANA,UD,
08/08/14,PORTOGRUARO,VE,
08/08/14,PORTOGRUARO,VE,
10/08/14,PORTOGRUARO,VE,
17/08/14,LATISANA,UD,
18/08/14,LATISANA,UD,
26/08/14,GONARS,UD,
29/12/14,LATISANA,UD,
26/08/14,LATISANA,UD,
05/09/14,LATISANA,UD,
21/12/20,CORDOVADO,PN,
08/09/14,GIUSSAGO,PV,
08/09/14,GIUSSAGO,PV,
12/09/14,LATISANA,UD,
17/09/14,LATISANA,UD,
18/09/14,TREVISO,TV,
18/09/14,ROMA,RM,
16/09/14,LATISANA,UD,
20/09/14,LATISANA,UD,
20/09/14,LATISANA,UD,
20/09/14,LATISANA,UD,
24/12/15,BRESCIA,BS,
25/09/14,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
25/09/14,ROMANIA,,ROMANIA
25/09/14,ROMANIA,,ROMANIA
25/09/14,ROMANIA,,ROMANIA
25/09/14,LATISANA,UD,
27/09/14,GERMANIA,,GERMANIA
03/10/14,CORDOVADO,PN,
24/09/14,PALMANOVA,UD,
13/11/15,CANEVA,PN,
08/10/14,PORTOGRUARO,VE,
08/10/14,LATISANA,UD,
08/10/14,LATISANA,UD,
10/10/14,LATISANA,UD,
20/10/14,ROMANIA,,ROMANIA
21/10/14,ALBANIA,,ALBANIA
21/10/14,ALBANIA,,ALBANIA
23/10/20,TREVISO,TV,
19/10/14,LATISANA,UD,
19/10/14,PORTOGRUARO,VE,
28/10/14,MUGGIA,TS,
22/10/14,LATISANA,UD,
28/10/14,SESTO AL REGHENA,PN,
28/10/14,SESTO AL REGHENA,PN,
28/10/14,LATISANA,UD,
22/10/14,LATISANA,UD,
29/10/14,LATISANA,UD,
05/11/14,ALBANIA,,ALBANIA
13/11/14,ROMANIA,,ROMANIA
09/11/14,LATISANA,UD,
12/11/14,PORTOGRUARO,VE,
10/11/14,LATISANA,UD,
24/11/14,PORTOGRUARO,VE,
02/12/14,POSTAL,BZ,
03/12/14,PORCIA,PN,
09/12/14,LATISANA,UD,
11/12/14,SAN VITO AL TAGLIAMENTO,PN,
11/12/14,LATISANA,UD,
13/12/14,PORTOGRUARO,VE,
07/01/15,AZZANO DECIMO,PN,
09/01/15,VILLA GUARDIA,CO,
09/01/15,TEGLIO VENETO,VE,
09/01/15,TEGLIO VENETO,VE,
09/01/15,TEGLIO VENETO,VE,
06/01/15,LATISANA,UD,
20/01/15,GERMANIA,,GERMANIA
20/01/15,GERMANIA,,GERMANIA
21/01/15,ROVEREDO IN PIANO,PN,
24/01/15,LATISANA,UD,
20/01/15,UDINE,UD,
28/01/15,QUINTO VICENTINO,VI,
30/01/15,SAN VITO AL TAGLIAMENTO,PN,
04/02/15,TREVISO,TV,
10/02/15,THAILANDIA,,THAILANDIA
09/02/15,PORTOGRUARO,VE,
24/02/15,ROMA,RM,
12/09/15,SALZANO,VE,
12/02/15,LATISANA,UD,
22/12/20,LATISANA,UD,
18/02/15,MOGLIANO VENETO,TV,
21/02/15,UCRAINA,,UCRAINA
17/02/15,LATISANA,UD,
23/02/15,VEDELAGO,TV,
23/02/15,VEDELAGO,TV,
03/03/15,CINA POPOLARE,,REPUBBLICA POPOLARE CINESE
03/03/15,RUSSIA,,FEDERAZIONE RUSSA
03/03/15,RUSSIA,,FEDERAZIONE RUSSA
05/03/15,PRAMAGGIORE,VE,
05/03/15,PRAMAGGIORE,VE,
05/03/15,PRAMAGGIORE,VE,
05/03/15,PRAMAGGIORE,VE,
28/02/15,LATISANA,UD,
06/03/15,ROSSANO,CS,
07/03/15,PALAZZOLO DELLO STELLA,UD,
13/03/15,RONCHIS,UD,
13/03/15,RONCHIS,UD,
13/03/15,RONCHIS,UD,
16/03/15,BISCEGLIE,BT,
17/03/15,PORTOGRUARO,VE,
23/03/15,CINA POPOLARE,,REPUBBLICA POPOLARE CINESE
23/03/15,CINA POPOLARE,,REPUBBLICA POPOLARE CINESE
17/03/15,LATISANA,UD,
23/03/15,SACILE,PN,
24/03/15,LATISANA,UD,
19/03/15,LATISANA,UD,
25/03/15,ALBANIA,,ALBANIA
26/03/15,PADOVA,PD,
26/03/15,LATISANA,UD,
30/03/15,MARTELLAGO,VE,
24/01/15,CRAIOVA,,ROMANIA
15/02/16,AUSTRIA,,AUSTRIA
14/09/16,BOLZANO,BZ,
11/04/15,MAROCCO,,MAROCCO
08/04/15,LATISANA,UD,
14/04/15,KOSOVO,,KOSOVO
15/04/15,SPILIMBERGO,PN,
19/10/20,,,
16/04/15,LATISANA,UD,
30/03/17,LATISANA,UD,
22/04/15,CANOSA DI PUGLIA,BT,
29/04/15,TRIESTE,TS,
29/04/15,CINA POPOLARE,,REPUBBLICA POPOLARE CINESE
28/04/20,UDINE,UD,
07/05/15,EGITTO,,EGITTO
07/05/15,EGITTO,,EGITTO
07/05/15,EGITTO,,EGITTO
27/08/19,ALBANO SANT'ALESSANDRO,BG,
12/05/15,LATISANA,UD,
11/05/15,CONCORDIA SAGITTARIA,VE,
11/05/15,LATISANA,UD,
16/05/15,PIACENZA,PC,
18/05/15,CODOGNÈ,TV,
18/05/15,CODOGNÈ,TV,
16/05/15,LATISANA,UD,
20/05/15,MILANO,MI,
22/05/15,LATISANA,UD,
17/05/15,PORTOGRUARO,VE,
28/05/15,RONCHIS,UD,
30/05/15,SAN VITO AL TAGLIAMENTO,PN,
02/06/15,LATISANA,UD,
08/09/15,UNGHERIA,,UNGHERIA
03/06/15,LATISANA,UD,
10/06/15,LATISANA,UD,
15/06/15,SAN PAOLO,,BRASILE
15/06/15,SAN PAOLO,,BRASILE
16/06/15,LATISANA,UD,
13/06/15,LATISANA,UD,
19/06/15,CONCORDIA SAGITTARIA,VE,
19/06/15,CONCORDIA SAGITTARIA,VE,
22/06/15,ANNONE VENETO,VE,
05/05/17,MACEDONIA,,MACEDONIA DEL NORD
18/06/15,LATISANA,UD,
27/06/16,PREGANZIOL,TV,
29/06/15,CHIONS,PN,
22/06/15,PORDENONE,PN,
22/06/15,PORDENONE,PN,
25/06/15,LATISANA,UD,
27/10/15,LIGNANO SABBIADORO,UD,
03/07/15,TRANI,BT,
07/07/15,BOLOGNA,BO,
08/07/15,PORTOGRUARO,VE,
10/07/15,PORTOGRUARO,VE,
10/07/15,PORTOGRUARO,VE,
13/06/16,SLOVENIA,,SLOVENIA
14/07/15,STERLITAMAK,,FEDERAZIONE RUSSA
13/07/15,SAN MINIATO,PI,
15/07/15,LATISANA,UD,
11/07/15,SAN VITO AL TAGLIAMENTO,PN,
14/07/15,LATISANA,UD,
19/07/15,LATISANA,UD,
27/07/15,PALMANOVA,UD,
28/07/15,OLANDA,,PAESI BASSI
05/08/15,TRANI,BT,
05/08/15,TRANI,BT,
05/08/15,TRANI,BT,
05/08/15,FIUME VENETO,PN,
06/08/15,LATISANA,UD,
02/11/15,LATISANA,UD,
08/08/15,LATISANA,UD,
13/08/15,CASTELFRANCO VENETO,TV,
14/08/15,ROMANIA,,ROMANIA
19/08/15,LATISANA,UD,
13/08/15,LATISANA,UD,
21/08/15,VERONA,VR,
21/08/15,SUSEGANA,TV,
21/08/15,SUSEGANA,TV,
02/09/15,UNGHERIA,,UNGHERIA
25/08/15,LATISANA,UD,
27/08/15,SAN VITO AL TAGLIAMENTO,PN,
31/08/15,LATISANA,UD,
01/09/15,LATISANA,UD,
08/09/15,UNGHERIA,,UNGHERIA
07/09/15,LATISANA,UD,
08/09/15,BREDA DI PIAVE,TV,
08/09/15,BREDA DI PIAVE,TV,
08/09/15,BREDA DI PIAVE,TV,
09/09/15,LATISANA,UD,
17/09/15,PORTOGRUARO,VE,
17/09/15,UDINE,UD,
17/09/15,UDINE,UD,
13/09/15,LATISANA,UD,
11/09/15,EGITTO,,EGITTO
17/09/15,LATISANA,UD,
13/09/15,LATISANA,UD,
23/09/15,CINA POPOLARE,,REPUBBLICA POPOLARE CINESE
23/09/15,LATISANA,UD,
30/09/15,UNGHERIA,,UNGHERIA
28/09/15,VENEZIA,VE,
12/10/15,CAMPI BISENZIO,FI,
12/10/15,SAN POLO DI PIAVE,TV,
10/10/15,LATISANA,UD,
11/10/15,LATISANA,UD,
15/10/15,LATISANA,UD,
19/10/15,ROMANIA,,ROMANIA
19/10/15,CORDENONS,PN,
20/02/18,CONCORDIA SAGITTARIA,VE,
20/02/18,CONCORDIA SAGITTARIA,VE,
27/10/15,LIGNANO SABBIADORO,UD,
27/10/15,LIGNANO SABBIADORO,UD,
27/10/15,LIGNANO SABBIADORO,UD,
27/10/15,LATISANA,UD,
02/11/15,TREVIGNANO,TV,
03/11/15,CONCORDIA SAGITTARIA,VE,
03/11/15,SLOVACCHIA,,SLOVACCHIA
26/10/15,LATISANA,UD,
09/11/15,SAN DONÀ DI PIAVE,VE,
03/11/15,MONACO DI BAVIERA,,GERMANIA
12/11/15,LATISANA,UD,
10/11/15,LATISANA,UD,
11/11/15,ALBANIA,,ALBANIA
17/11/15,ALBANIA,,ALBANIA
16/11/15,LATISANA,UD,
29/11/15,LATISANA,UD,
14/05/19,MESSICO,,MESSICO
04/12/15,LATISANA,UD,
05/12/15,LATISANA,UD,
03/12/15,LATISANA,UD,
04/12/15,LATISANA,UD,
06/12/15,LATISANA,UD,
04/12/15,PORTOGRUARO,VE,
04/12/15,PORTOGRUARO,VE,
04/12/15,PORTOGRUARO,VE,
08/12/15,LATISANA,UD,
16/12/15,SAN VITO AL TAGLIAMENTO,PN,
23/09/16,LATISANA,UD,
19/12/15,VILLORBA,TV,
21/12/15,SALZANO,VE,
22/12/15,TRIESTE,TS,
22/12/15,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
22/12/15,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
22/12/15,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
22/12/15,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
24/12/15,BRESCIA,BS,
24/12/15,BRESCIA,BS,
24/12/15,BRESCIA,BS,
24/12/15,BRESCIA,BS,
27/12/15,LATISANA,UD,
04/01/16,LATISANA,UD,
01/01/16,LATISANA,UD,
05/01/16,FOSSALTA DI PORTOGRUARO,VE,
02/01/16,LATISANA,UD,
02/02/16,BACKA TOPOLA,,SERBIA
11/01/16,TAVAGNACCO,UD,
12/01/16,CONCORDIA SAGITTARIA,VE,
13/01/16,LIGNANO SABBIADORO,UD,
18/01/16,LATISANA,UD,
15/01/16,PADOVA,PD,
11/01/16,LATISANA,UD,
18/01/16,LATISANA,UD,
22/01/16,SALGAREDA,TV,
26/01/16,SACILE,PN,
20/01/16,SAN VITO AL TAGLIAMENTO,PN,
16/11/20,SAN DONÀ DI PIAVE,VE,
29/01/16,TOLMEZZO,UD,
26/01/16,LATISANA,UD,
28/01/16,LATISANA,UD,
30/01/16,UDINE,UD,
31/01/16,LATISANA,UD,
31/01/16,LATISANA,UD,
06/02/16,RONCHIS,UD,
06/02/16,RONCHIS,UD,
31/01/16,LATISANA,UD,
06/02/16,SAN VITO AL TAGLIAMENTO,PN,
09/02/16,MUZZANA DEL TURGNANO,UD,
09/02/16,CAVALLASCA,CO,
15/02/16,LATISANA,UD,
17/02/16,UNGHERIA,,UNGHERIA
17/02/16,UNGHERIA,,UNGHERIA
01/07/16,UNGHERIA,,UNGHERIA
23/02/16,PORTOGRUARO,VE,
23/02/16,PORTOGRUARO,VE,
22/02/16,LATISANA,UD,
26/02/16,LATISANA,UD,
24/02/16,LATISANA,UD,
16/01/20,ALBANIA,,ALBANIA
01/03/16,SAN VITO AL TAGLIAMENTO,PN,
09/03/16,MORSANO AL TAGLIAMENTO,PN,
03/03/16,UDINE,UD,
09/03/16,LATISANA,UD,
09/03/16,LATISANA,UD,
09/03/16,LATISANA,UD,
09/03/16,LATISANA,UD,
09/03/16,LATISANA,UD,
09/03/16,LATISANA,UD,
09/03/16,LATISANA,UD,
15/03/16,LATISANA,UD,
08/01/16,KASSEL,,GERMANIA
15/03/16,LATISANA,UD,
15/03/16,LATISANA,UD,
16/03/16,GUINEA BISSAU,,GUINEA BISSAU
19/03/16,PALMANOVA,UD,
22/03/16,SAN VITO AL TAGLIAMENTO,PN,
04/11/16,PORTOGRUARO,VE,
25/03/16,PALMANOVA,UD,
25/03/16,MUSILE DI PIAVE,VE,
29/03/16,PORTOGRUARO,VE,
11/05/16,SENEGAL,,SENEGAL
31/03/16,SAN VITO AL TAGLIAMENTO,PN,
16/04/18,SAN DONÀ DI PIAVE,VE,
07/04/16,CINA POPOLARE,,REPUBBLICA POPOLARE CINESE
07/04/16,SELVA DI VAL GARDENA,BZ,
09/04/16,ALBANIA,,ALBANIA
15/04/16,ANNONE VENETO,VE,
15/04/16,ANNONE VENETO,VE,
17/04/16,ROMANIA,,ROMANIA
10/04/16,SAN VITO AL TAGLIAMENTO,PN,
20/04/16,ROMANIA,,ROMANIA
29/01/18,LATISANA,UD,
27/04/16,PORDENONE,PN,
06/05/16,PORTOGRUARO,VE,
28/04/16,PORTOGRUARO,VE,
29/04/16,LATISANA,UD,
02/07/16,SESTO AL REGHENA,PN,
02/05/16,SAN DANIELE DEL FRIULI,UD,
04/05/16,SAN VITO AL TAGLIAMENTO,PN,
18/03/19,CAMPOMARINO,CB,
21/07/20,PORTOGRUARO,VE,
09/05/16,LATISANA,UD,
14/05/16,VAZZOLA,TV,
16/05/16,TRIESTE,TS,
12/05/16,ANNONE VENETO,VE,
16/05/16,SESTO AL REGHENA,PN,
20/05/16,ROSSANO,CS,
13/05/16,UDINE,UD,
27/05/16,ALBANIA,,ALBANIA
23/05/16,SAN VITO AL TAGLIAMENTO,PN,
01/06/16,ALBANIA,,ALBANIA
08/06/16,REVINE LAGO,TV,
09/06/16,PORTOGRUARO,VE,
13/06/16,CROAZIA,,CROAZIA
13/06/16,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
06/06/16,SAN DONÀ DI PIAVE,VE,
15/06/16,TRIESTE,TS,
11/06/16,SAN VITO AL TAGLIAMENTO,PN,
17/06/16,SAN VITO AL TAGLIAMENTO,PN,
17/06/16,PALMANOVA,UD,
22/06/16,SAN VITO AL TAGLIAMENTO,PN,
28/06/16,ROMANIA,,ROMANIA
29/06/16,ROMA,RM,
29/06/16,ROMA,RM,
21/04/17,CAGLIARI,CA,
01/07/16,SAN VITO AL TAGLIAMENTO,PN,
20/09/17,SAN STINO DI LIVENZA,VE,
03/07/16,SAN VITO AL TAGLIAMENTO,PN,
09/07/16,SAN VITO AL TAGLIAMENTO,PN,
11/07/16,LATISANA,UD,
13/07/16,PORTOGRUARO,VE,
15/07/16,SAN VITO AL TAGLIAMENTO,PN,
21/07/16,SAN VITO AL TAGLIAMENTO,PN,
20/07/16,SAN VITO AL TAGLIAMENTO,PN,
18/07/16,PORDENONE,PN,
01/08/16,VENEZIA,VE,
30/07/16,SAN VITO AL TAGLIAMENTO,PN,
01/08/16,SAN VITO AL TAGLIAMENTO,PN,
20/09/16,PALMANOVA,UD,
04/05/18,PONTELATONE,CE,
02/08/16,PONTELATONE,CE,
02/08/16,PONTELATONE,CE,
02/08/16,PONTELATONE,CE,
24/11/16,LIGNANO SABBIADORO,UD,
02/08/16,RIVIGNANO TEOR,UD,
05/08/16,CONCORDIA SAGITTARIA,VE,
05/08/16,CONCORDIA SAGITTARIA,VE,
10/08/16,VENEZUELA,,VENEZUELA
14/12/16,ANNONE VENETO,VE,
16/08/16,RIVIGNANO TEOR,UD,
16/08/16,RIVIGNANO TEOR,UD,
19/08/16,CONCORDIA SAGITTARIA,VE,
19/08/16,ZERO BRANCO,TV,
18/08/16,SAN VITO AL TAGLIAMENTO,PN,
16/08/16,SAN VITO AL TAGLIAMENTO,PN,
17/08/16,SAN VITO AL TAGLIAMENTO,PN,
24/08/16,FOSSALTA DI PORTOGRUARO,VE,
07/09/16,UDINE,UD,
13/09/16,SANTO DOMINGO,,REPUBBLICA DOMINICANA
13/09/16,SANTO DOMINGO,,REPUBBLICA DOMINICANA
13/09/16,ALBANIA,,ALBANIA
13/09/16,ALBANIA,,ALBANIA
17/09/16,RIVIGNANO TEOR,UD,
17/09/16,RIVIGNANO TEOR,UD,
21/07/20,PORTOGRUARO,VE,
19/09/16,TREVISO,TV,
19/09/16,TREVISO,TV,
19/09/16,TREVISO,TV,
20/09/16,PALMANOVA,UD,
21/01/19,UDINE,UD,
31/05/17,,,
17/09/16,PALMANOVA,UD,
26/09/16,PORTOGRUARO,VE,
27/09/16,BOSNIA ED ERZEGOVINA,,BOSNIA-ERZEGOVINA
22/09/16,SAN VITO AL TAGLIAMENTO,PN,
26/09/16,SAN VITO AL TAGLIAMENTO,PN,
27/09/16,ALBANIA,,ALBANIA
26/09/16,ALBANIA,,ALBANIA
28/09/16,TRIESTE,TS,
05/10/16,ARZENE,PN,
06/10/16,PALMANOVA,UD,
07/10/16,SAN VITO AL TAGLIAMENTO,PN,
05/10/16,RIJEKA,,CROAZIA
17/10/16,ALBANIA,,ALBANIA
14/10/16,PALMANOVA,UD,
17/10/16,ROMANIA,,ROMANIA
21/10/16,TRIESTE,TS,
19/10/16,PALMANOVA,UD,
16/10/16,UDINE,UD,
25/10/16,SLOVACCHIA,,SLOVACCHIA
23/06/17,CINISELLO BALSAMO,MI,
27/09/17,VICENZA,VI,
05/11/16,LATISANA,UD,
05/11/16,LATISANA,UD,
05/11/16,ROMANIA,,ROMANIA
08/11/16,RONCHIS,UD,
09/11/16,MANFREDONIA,FG,
06/11/16,SAN VITO AL TAGLIAMENTO,PN,
10/11/16,ROMANIA,,ROMANIA
09/11/16,LATISANA,UD,
08/11/16,SAN VITO AL TAGLIAMENTO,PN,
16/11/16,GIOVINAZZO,BA,
24/11/16,PORTOGRUARO,VE,
24/11/16,PORTOGRUARO,VE,
24/11/16,PORTOGRUARO,VE,
24/11/16,PORTOGRUARO,VE,
24/11/16,PORTOGRUARO,VE,
24/11/16,PORTOGRUARO,VE,
24/11/16,PORTOGRUARO,VE,
05/02/18,ROMANIA,,ROMANIA
12/05/20,LONGARONE,BL,
